HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	MYC
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
HRAS	RAF1
RAF1	NFKB1
MAPK1	ESR1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
PRKACA	XBP1
XBP1	CEBPA
HRAS	JUN
MAPK1	SMAD2
SMAD2	YAP1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
RAF1	RELA
SMAD2	SP1
MAPK1	ETS1
SMAD2	E2F4
MAPK1	CREB1
NFKB1	MYB
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
NFKB1	NFKB2
HRAS	MAPK3
HRAS	FOS
MAPK1	ATF2
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	SMAD3
SMAD2	WWTR1
CREB3L1	CRH
NR3C2	ATP1A2
NR3C2	ATP1B1
GLI3	PTCH1
GLI3	BMP2
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
MAPK14	CXCL1
HIF1A	SLC2A1
ARNT	EDN1
ARNT	ENO1
ARNT	ANGPT1
YAP1	ID3
YAP1	ID4
YAP1	AXIN2
YAP1	NKD1
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
TP73	BBC3
TCF7L1	BIRC2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	AXIN2
TEAD2	CCND2
STAT3	CCND2
STAT3	SOCS5
STAT4	SOCS2
STAT5A	SOCS1
STAT5B	SOCS1
STAT6	PIM1
RELA	CCL4L1
RBPJL	HES5
RBPJ	PTCRA
TP53	IGFBP3
TP53	SERPINE1
TP53	SHISA5
TP53	RPRM
TP53	PTEN
EPAS1	VEGFC
ETS1	VEGFC
JUN	FIGF
IRF8	IL12A
FOXO3	G6PC2
ATF4	BCL2
PPARA	APOA1
PPARD	CPT1A
PPARD	ACADL
PPARG	OLR1
RXRA	CYP4A11
RXRA	CYP27A1
RXRA	SCD
RXRB	ACSL6
RXRB	HMGCS2
RXRB	APOA1
RXRG	CD36
MAX	CDK6
NFYA	LOC100509457
NFYB	HLA-DOA
NFYB	HLA-DQA2
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
MAPK9	IL1A
MAPK9	TNF
RFX5	HLA-DOB
RFXAP	HLA-DRB1
RFXAP	HLA-DRB3
MAPK12	IL1A
TCF7L1	MMP7
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
CREB1	TWF2
ELK1	TWF2
ETS2	TWF2
ETV4	PLAUR
FLI1	POLR2A
FOS	PLAUR
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
USF2	CTSB
SP1	CTSL
SP3	CTSL
SP1	CYP17A1
SP3	CYP17A1
MYC	EIF4E
USF1	FBP1
E2F1	HIST1H2AM
POU5F1	HMGB2
REL	IL2RA
CEBPB	IL5
JUN	IL5
ETV4	MMP9
PPARA	MMP9
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
TP53	NME1
MYC	NME2
FOS	NQO1
JUND	NQO1
RELA	NR4A1
MYC	NRAS
JUN	NRAS
MYB	NRAS
TFAP2A	POLD2
ATF6	XBP1
