HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
HRAS	JUN
MAPK1	ETS1
MAPK1	ELK1
ELK1	EGR1
RAF1	RELA
HRAS	FOS
MAPK1	MYC
ITGAL	SRC
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	RAC1
RAC1	NFKB1
SRC	HRAS
ITGAL	PTK2
PTK2	MAPK1
RAC1	RELA
STAT3	MYC
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	SP1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	NFKB1
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
SRF	ELK1
JUN	RELA
HDAC2	HDAC1
HDAC1	FOS
HDAC2	RBPJL
RBPJL	MYC
VDR	TRPV5
MAPK11	CXCL1
RBPJL	CR2
NFKB1	CCL4L2
NFKB1	PTGS2
RELA	TRAF2
RELB	CCL13
PIK3CA	AKT1
PIK3CG	AKT3
PIK3R1	AKT3
PIK3R3	AKT3
RBPJL	PTCRA
MAPK11	IL18
MAPK11	NOS2
NFAT5	PTGS2
CREB1	CCND1
E2F4	CDC45
CEBPB	F8
AR	F9
NFKB1	FBP1
CREB1	POLD2
ETS1	PPP2R4
ATF4	PTGS2
