HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	CREB1
MAPK1	ATF2
MAPK1	ATF4
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF6B
MAPK1	CREB5
MAPK1	MYC
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ELK1
ELK1	EGR1
HRAS	JUN
CREB3	ATF1
MAPK1	ETS1
PIK3R5	MTOR
MTOR	PPARG
MAPK1	SMAD3
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	ESR1
MAPK1	STAT1
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
SMAD2	YAP1
MAPK1	STAT3
ETS1	SPI1
HRAS	FOS
CREBBP	EPAS1
PRKACA	CREM
NFKB1	MYB
MYC	ZBTB17
MYC	PIAS2
PIK3R5	GSK3B
GSK3B	ARNTL
ARNTL	NPAS2
GSK3B	CLOCK
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
PRKACA	XBP1
XBP1	CEBPA
MAPK1	MITF
RXRA	RARB
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	CREB1
AKT3	ATF2
AKT3	ATF4
AKT3	CREB3
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	ATF6B
AKT3	CREB5
GSK3B	MYC
CREBBP	SP1
AKT3	NFKB1
AKT3	RELA
PIK3R5	PLCE1
AKT3	JUN
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
STAT3	STAT1
PIK3R5	EGFR
EGFR	SOS1
EGFR	SOS2
AKT3	PPP1CA
PPP1CA	YAP1
PIK3R5	HRAS
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ATF6B	FOS
ATF4	FOS
GLI2	WNT9A
GLI2	WNT10A
GLI3	BMP4
GLI3	WNT7A
GLI3	WNT5B
E2F1	CCNE2
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
FOS	CCND1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	XIAP
JUN	CCND2
CREB3	PCNA
ATF6B	IL8
EGR3	FASLG
NFKB1	TNF
MAPK9	JUN
CREB3L2	IL8
CREB3L3	IL8
CREB3L1	PCNA
CREBBP	ENO1
CREBBP	FIGF
CREBBP	SERPINE1
CREBBP	PFKFB1
CREBBP	BCL2
CREBBP	TFRC
CREBBP	VEGFB
EP300	ENO1
EP300	FIGF
EP300	SERPINE1
EP300	PFKFB1
EP300	BCL2
EP300	TFRC
EP300	VEGFB
HIF1A	ENO1
HIF1A	FIGF
HIF1A	SERPINE1
HIF1A	PFKFB1
ARNT	EDN1
ARNT	EGF
ARNT	PFKFB1
ARNT	PGK1
LEF1	CCND2
TCF7	SNAI2
TCF7	CCND3
TCF7L2	SOX2
TEAD1	GLI2
TEAD4	AXIN1
SOS1	SPRY3
STAT2	SOCS3
STAT4	CCND3
STAT5A	SOCS4
STAT5A	MYC
STAT5A	SOCS2
STAT5B	CCND2
STAT5B	SOCS5
STAT6	SOCS7
STAT6	CCND1
HNF1A	HNF4G
MAPK1	CCND1
MAPK3	CCND1
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELA	NFKBIA
RELA	TRAF1
RELB	ICAM1
PIK3R5	AKT1
PIK3CA	AKT3
PIK3CD	PDPK1
PIK3CG	PDPK1
PIK3R2	AKT1
PLCG2	EGFR
PIK3R3	PDPK1
TP53	PERP
EPAS1	TGFB1
FOS	VEGFB
MYC	CDK4
RELA	NOS2
CREB3L1	MCL1
PPARA	ACSL3
PPARD	UCP1
PPARG	ACSL6
RXRA	ACSL3
RXRA	ACSL6
RXRA	APOC3
