AR	PRKACA
PRKACA	MAPK1
MAPK1	MYC
MAPK1	JUN
PRKACA	CREBBP
CREBBP	SP1
PRKACA	CREB1
MAPK1	ETS1
PRKACA	NFKB1
NFKB1	TP53
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	FOXO1
PRKACA	ATF1
NFKB1	NFKB2
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK1	STAT1
NFKB1	MYB
PRKACA	MAPK14
MAPK14	MAX
PRKACA	ATF2
PRKACA	XBP1
XBP1	CEBPA
MAPK1	FOXO3
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
CREB3L3	FOSB
CREB5	FOSB
CREB5	BDNF
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
RBPJ	CR2
ELK1	CCND2
ATF6B	IL8
NFKB1	TNF
STAT1	MYD88
CREBBP	ENO1
CREBBP	SERPINE1
CREBBP	TEK
EP300	ENO1
EP300	SERPINE1
EP300	TEK
HIF1A	ENO1
HIF1A	SERPINE1
LEF1	BIRC2
LEF1	SNAI2
STAT5B	SOCS4
STAT5B	SOCS7
TCF7L1	MITF
VDR	SLC34A2
VDR	ATP2B1
RELA	PTGS2
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
NFKB1	PGF
EPAS1	TGFB1
ETS1	MMP1
FOS	CDK4
MYC	CDK4
NFKB1	TRAF5
NFKB2	BIRC2
RELA	NOS2
CREB3	BCL2
FOXO3	RBL2
CREB3L3	BCL2
PPARA	ACSL3
PPARA	LPL
PPARD	CPT1B
PPARD	UBC
PPARG	ACSL6
PPARG	PLIN1
RXRA	CYP7A1
RXRA	ACSL1
RXRA	ACADL
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK1	IL6
MAPK1	IL18
RFX5	HLA-DPA1
RFX5	HLA-DPB1
RFXAP	CD74
NFAT5	PTGS2
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
ELK1	CCT8
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
SP3	CHI3L1
TFAP2A	CYP11A1
SP1	EGFR
MYC	EIF4E
ETV4	ERBB2
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
ETV4	FOS
FLI1	FOS
CREB1	HMOX1
EGR1	IFNG
STAT5A	IFNG
CEBPB	IGF2
SP1	IGFBP3
CEBPD	IL1A
REL	IL1B
CREM	IL2
NFKB1	IL2
RELA	IL2
STAT5A	IL2RA
CEBPB	IL4
POU2F1	IL4
CEBPB	IL5
JUN	IL5
POU2F2	IL5
CEBPA	IL6
CREB1	IL6
NFIC	IL6
USF1	IL6
ETV4	PTGS2
TP53	PTTG1
RARA	S100A8
PPARA	SERPINE1
WT1	SOD1
POU2F1	SPP1
JUN	TFRC
USF2	THBS1
STAT1	TIMP1
ERG	TNNC1
CEBPB	TOP1
STAT1	TP53
HIF1A	VHL
