HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
HRAS	JUN
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PSEN1
PSEN1	ATF6
MAPK1	CREB1
MAPK1	STAT1
STAT1	MYD88
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	IRF7
HRAS	PIK3R5
PIK3R5	HIF1A
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	CREB3
CREB3	ATF1
HRAS	RAF1
RAF1	NFKB1
MAPK1	ESR1
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	SMAD2
SMAD2	SP1
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
PRKACA	XBP1
XBP1	CEBPA
PRKACA	PPARA
NR3C2	ATP1A4
GLI3	PTCH1
TP53	CDKN1A
VDR	CALB1
ATF2	IL8
EGR2	FASLG
IRF3	IFNB1
CREBBP	CDKN1B
CREBBP	ALDOA
CREBBP	ANGPT1
EP300	CDKN1B
EP300	ALDOA
EP300	ANGPT1
HIF1A	CDKN1B
HIF1A	ALDOA
HIF1A	ANGPT1
MITF	TYR
MAPK3	CDK4
RBPJ	PTCRA
JUN	CDK4
NFKB2	BIRC3
FOXO3	FASLG
CREB3L1	BCL2
PPARA	ACOX3
PPARD	ACOX2
RXRA	CPT1A
RXRA	ACSL4
RXRB	ACSL3
RXRG	CYP27A1
RXRG	DBI
NFYB	HLA-DPA1
RFX5	HLA-DOB
RFX5	HLA-DQA1
RFXANK	HLA-DOB
RFXANK	HLA-DPA1
RFXANK	HLA-DQA1
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
CREB1	TWF2
SP3	CDKN1A
ATF2	CGA
USF1	FBP1
PAX5	FCER2
CEBPA	FN1
ATF2	HLA-E
TFAP2A	HMOX1
ETS2	IL5
ETV4	MMP9
TAL1	NFKB1
NFIC	POLD2
SP1	RPL15
RARB	S100A9
RELA	SAA2
ETV4	SPP1
SP1	TAF7
ESR1	TFF1
SMAD3	TIMP1
CEBPA	TK1
CEBPD	TNF
PAX2	TP53
SP1	TPI1
JUN	TSHB
