HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ELK4
MAPK1	ETS1
ETS1	SRF
MAPK1	CREB1
MAPK1	STAT1
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
ITGAL	SRC
SRC	STAT3
STAT3	ESR1
ESR1	SP1
ITGAL	PTK2
PTK2	MAPK1
STAT3	STAT1
SRC	PIK3R5
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	SP1
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ELK4
CREBBP	CREB1
HDAC2	RBPJL
RBPJL	MYC
MYC	PIAS2
PIAS2	STAT1
CREBBP	CREB3
CREBBP	ATF2
CREBBP	ATF6B
CREBBP	ATF4
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	CREB5
HDAC2	RXRA
RXRA	PPARG
HDAC2	RXRB
HDAC2	RXRG
IFNG	ICAM1
TNF	VCAM1
CREB3	BDNF
CREB1	BDNF
ATF2	BDNF
CREB3L4	FOSB
ATF4	FOSB
MAPK3	PDYN
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
RBPJ	CR2
SOS1	SPRY3
SOS1	CCND3
SOS2	SPRY3
MYC	IL8
RELA	TRAF6
PPARA	CYP4A22
PPARG	SLC27A1
TCF7	MMP7
USF2	ABCA1
USF1	FBP1
ATF2	IFNG
STAT1	IFNG
USF1	IFNG
WT1	IGF2
TFAP2A	IGFBP3
CEBPD	IL1B
SPI1	IL1B
EGR4	IL2
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
ETV4	PTGS2
