HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	RAF1
RAF1	NFKB1
MAPK1	CREB1
RAF1	RELA
HRAS	JUN
SMAD2	SP1
MAPK1	ATF4
MAPK1	SMAD4
PIK3R5	GSK3B
GSK3B	ARNTL
ARNTL	NPAS2
GSK3B	CLOCK
MAPK1	TP53
MAPK1	SMAD3
MAPK1	ETS1
RB1	E2F2
RB1	E2F3
SMAD2	YAP1
MAPK1	STAT3
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
CREB3	ATF1
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	SMAD1
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	MYC
MAPK1	SMAD5
MAPK1	SMAD9
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	FOS
ETS1	SPI1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	CREM
MAPK1	ELK1
ELK1	EGR1
PRKACA	ATF3
MAPK1	STAT1
STAT1	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
PRKACA	PSEN1
PSEN1	ATF6
PRKACA	PPARA
THRA	RXRB
THRA	RXRG
HRAS	MAPK14
MAPK14	CEBPB
RARA	CCNA1
IFNG	ICAM1
TNF	ICAM1
TNF	VCAM1
CREB3	FOSB
CREB3	BDNF
CREB1	FOSB
CREB1	BDNF
ATF2	FOSB
ATF2	BDNF
ATF6B	FOSB
CREB3L4	FOSB
CREB3L4	BDNF
ATF4	FOSB
ATF4	BDNF
MAPK3	PDYN
CREB3L2	FOSB
CREB3L3	FOSB
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
GLI3	WNT5A
GLI3	WNT7A
GLI3	WNT2B
GLI3	WNT9B
GLI3	WNT5B
NR1H4	ABCB4
NR1H4	ABCB11
E2F1	CCNE2
SMAD2	CDKN2B
SMAD3	CDKN2B
RBPJ	FCER2
CTNNB1	CCND3
NFAT5	TNF
CREB1	IL8
MAPK8	SMAD4
RELA	IL6
CREB5	IL8
CREB5	PCNA
CREBBP	PDK1
CREBBP	PFKL
CREBBP	VEGFC
CREBBP	HKDC1
EP300	PDK1
EP300	PFKL
EP300	VEGFC
EP300	HKDC1
HIF1A	PDK1
HIF1A	PGK1
HIF1A	VEGFA
HIF1A	VEGFB
HIF1A	VEGFC
ARNT	LTBR
ARNT	NOS2
ARNT	NOS3
ARNT	SERPINE1
ARNT	PDK1
ARNT	PFKFB2
ARNT	PFKFB3
ARNT	PFKFB4
ARNT	PFKL
YAP1	BIRC2
YAP1	SNAI2
WWTR1	BBC3
LEF1	CCND2
LEF1	CCND3
TCF7	AXIN2
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	NKD1
PAX6	IAPP
PAX6	INS
CREB3	MITF
LEF1	MITF
MAPK3	CCND1
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	PTGS2
RELB	TNFSF13B
RELB	CCL19
PIK3R5	PDPK1
PIK3CD	AKT3
PIK3CG	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
PIK3R3	AKT2
RBPJ	HES1
TP53	BAI1
ETS1	MMP1
CREB3	BCL2
PPARA	LPL
PPARG	PLIN1
RXRA	ME1
RXRA	MMP1
RXRA	OLR1
RXRA	PCK1
RXRA	PCK2
RXRA	ANGPTL4
RXRB	OLR1
RXRB	SCD
RXRG	EHHADH
RXRG	FABP3
RXRG	ACSL4
RXRG	APOA1
RXRG	APOC3
RXRG	PCK1
RXRG	PDPK1
RXRG	ACSBG2
IRF7	IFNA8
