HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	RELA
RAF1	NFKB1
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
MAPK1	MYC
SMAD2	SP1
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
NFKB1	MYB
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	ESR1
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	CREB1
MAPK1	ETS1
MAPK1	ATF2
MAPK1	SMAD3
HRAS	MAPK14
MAPK14	MAX
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	RBPJL
CREBBP	RBPJ
HRAS	FOS
NFKB1	NFKB2
MAPK1	ATF4
MAPK1	ETS2
HRAS	MAPK3
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
CREB3	ATF1
HIF1A	EP300
HIF1A	ARNT
PIK3R5	MTOR
MTOR	PPARG
LEF1	PPARD
HRAS	MAPK8
MAPK8	JUND
PRKACA	CREM
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	RELA
AKT3	NFKB1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	GSK3B
GSK3B	MYC
CREBBP	SP1
AKT3	JUN
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PIK3R5	PLCE1
AKT3	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
SRC	STAT3
STAT3	STAT1
STAT3	ESR1
EGFR	SOS1
EGFR	SOS2
AKT3	CREB1
AKT3	ATF2
PTK2	MAPK14
PIK3R5	HRAS
AKT3	CHUK
CHUK	NFKB2
AKT3	ATF4
PTK2	MAPK3
AKT3	CREB3
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
ITGB2	CRK
CRK	ABL1
ABL1	RB1
MAPK14	JUND
JUP	MYC
JUP	CCND1
GLI3	HHIP
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
NFKB1	TNF
CREBBP	SERPINE1
EP300	SERPINE1
HIF1A	SERPINE1
ARNT	EDN1
ARNT	ENO1
YAP1	ID3
YAP1	ID4
YAP1	AXIN2
YAP1	NKD1
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
TP73	BBC3
TCF7L1	BIRC2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	AXIN2
TEAD2	CCND2
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
STAT4	CCND3
STAT5B	CCND2
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
RBPJL	HES5
RBPJ	HES5
TP53	IGFBP3
TP53	SERPINB5
TP53	RPRM
TP53	BAX
ETS1	VEGFC
RXRA	ACADL
RXRA	APOA2
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	CEBPB
NFKB1	IL23A
NFYB	HLA-DQA2
MAPK8	NOS2
