HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
MAPK1	CREB1
HRAS	JUN
MAPK1	MYC
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	RAF1
RAF1	RELA
RAF1	NFKB1
NFKB1	MYB
SMAD2	SP1
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	STAT1
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
SMAD2	YAP1
MAPK1	ETS1
MAPK1	ESR1
MAPK1	ATF2
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	SMAD3
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
CREB3	ATF1
RB1	E2F2
RB1	E2F3
MAPK1	ATF4
MAPK1	ATF6B
MAPK1	CREB5
PRKACA	XBP1
XBP1	CEBPA
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
NFKB1	NFKB2
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	HRAS
SRC	STAT3
STAT3	MYC
ITGAL	CRK
CRK	ABL1
ABL1	RB1
STAT3	PPARGC1A
PPARGC1A	PPARA
SRC	RAC1
RAC1	RELA
SRC	CTNNB1
CTNNB1	CREBBP
CREBBP	MYB
RAC1	NFKB1
STAT3	ESR1
ESR1	SP1
SRC	PIK3R5
CTNNB1	EP300
STAT3	STAT1
STAT3	STAT5A
STAT3	STAT5B
CTNNB1	LEF1
LEF1	YAP1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
SRC	GRB2
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
PTK2	ITGB1
ITGB1	PRKACA
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
CREBBP	CREB1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	RBPJL
RBPJL	MYC
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	LEPR
LEPR	PPARA
JUN	RELA
JUN	NFKB1
CREBBP	SP1
HDAC2	RXRA
RXRA	PPARG
HDAC2	THRB
THRB	HIF1A
MYC	PIAS2
PIAS2	STAT1
IL6	STAT3
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
THRB	GATA4
GATA4	SRF
SRF	ETS1
CREBBP	ATF2
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
YAP1	SMAD3
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	ATF4
CREBBP	ATF6B
CREBBP	CREB5
PIK3R5	PLCE1
HDAC2	RXRB
HDAC2	RXRG
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	CCND2
NFAT5	TNF
EGR3	FASLG
NFKB1	TNF
STAT1	MYD88
CREB5	IL8
CREBBP	FIGF
CREBBP	SERPINE1
CREBBP	TEK
CREBBP	VEGFC
EP300	FIGF
EP300	SERPINE1
EP300	TEK
EP300	VEGFC
HIF1A	FIGF
HIF1A	SERPINE1
ARNT	EDN1
ARNT	EGF
ARNT	PFKFB1
YAP1	ID3
YAP1	AXIN2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	AXIN2
