HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	MYC
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
MAPK1	SMAD3
MAPK1	SMAD4
HRAS	JUN
MAPK1	STAT3
MAPK1	STAT1
MAPK1	CREB1
HRAS	MAPK8
MAPK8	JUND
HRAS	FOS
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
PIK3R5	HIF1A
MAPK1	ETS1
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
PIK3R5	MTOR
MTOR	PPARG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
STAT3	STAT4
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	RAF1
RAF1	NFKB1
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT2
STAT3	STAT6
MAPK1	ELK1
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
RXRA	RARB
RAF1	RELA
MAPK1	CREB3
CREB3	ATF1
ELK1	EGR1
CREBBP	EPAS1
PIK3R5	AKT3
AKT3	IRF3
PRKACA	XBP1
XBP1	CEBPA
SMAD2	WWTR1
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	ATF2
SMAD2	E2F4
STAT1	MYD88
HRAS	MAPK14
HRAS	MAPK11
HRAS	MAPK13
ITGB2	PIK3R5
PIK3R5	GSK3B
GSK3B	MYC
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
AKT3	JUN
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
AKT3	CREB1
PTK2	MAPK14
MAPK14	JUND
PIK3R5	HRAS
PIK3R5	PLCE1
AKT3	PPP1CA
PPP1CA	YAP1
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	NFKB1
AKT3	RELA
AKT3	CREB3
PPP1CA	WWTR1
AKT3	IKBKG
EGFR	SOS1
EGFR	SOS2
AKT3	ATF2
PTK2	MAPK11
PTK2	MAPK13
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
CREB3L1	CRH
CREB3L1	BDNF
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
NPAS2	RORA
NPAS2	RORC
NPAS2	BHLHE40
NPAS2	NR1D1
CLOCK	CRY2
CLOCK	RORA
LEF1	MYC
TCF7	BIRC5
NFKB1	CCL5
MAPK12	IL8
ELK1	CCND1
CREB1	IL8
ATF2	IL8
MAPK8	JUN
MAPK8	SMAD4
CREB3L2	PCNA
CREB5	PCNA
CREBBP	CDKN1B
CREBBP	ANGPT4
CREBBP	PDK1
CREBBP	SLC2A1
CREBBP	HKDC1
EP300	CDKN1B
EP300	ANGPT4
EP300	PDK1
EP300	SLC2A1
EP300	HKDC1
HIF1A	CDKN1B
HIF1A	ANGPT4
HIF1A	PDK1
HIF1A	TIMP1
ARNT	FIGF
ARNT	HK2
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID2
YAP1	CCND1
YAP1	AXIN1
WWTR1	FGF1
WWTR1	ITGB2
SMAD1	ID4
SMAD4	ID2
TCF7	CCND2
TCF7L2	CCND3
TEAD1	BIRC2
TEAD1	SOX2
TEAD1	CCND3
TEAD4	MYC
TEAD3	CTGF
TEAD3	MYC
TEAD3	AXIN2
TCF7L1	AXIN2
TEAD2	CCND1
TEAD2	NKD1
SMAD4	SLC2A1
SOS1	SPRY1
SOS1	SPRED3
PAX6	PDX1
MITF	TYRP1
LEF1	MITF
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	GADD45B
RELA	NFKB2
RELA	TRAF1
RELB	TNFSF13B
PIK3R5	AKT1
PIK3R5	PDPK1
PIK3CB	AKT2
PIK3CD	PDPK1
PIK3CG	AKT2
PLCG2	EGFR
PIK3R3	AKT2
EPAS1	PDGFB
