HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	CREB1
MAPK1	STAT1
STAT1	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
HRAS	JUN
MAPK1	ETS1
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	ESR1
HRAS	FOS
PRKACA	PPARA
HRAS	MAPK3
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
MAPK1	MYC
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	ATF4
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	CREB1
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
ITGB2	PTK2
PTK2	MAPK1
AKT3	NFKB1
PIK3R5	PLCE1
AKT3	JUN
SRC	CTNNB1
CTNNB1	LEF1
STAT3	ESR1
PIK3R5	HRAS
PTK2	MAPK3
PIK3R5	GSK3B
GSK3B	MYC
AKT3	ATF4
GLI3	PTCH1
STAT3	SOCS2
STAT3	CCND3
HNF1A	FOXA3
MAPK3	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RXRB	MMP1
RXRG	ACSL3
RXRG	ACADM
RXRG	ANGPTL4
IRF7	IFNA17
JUN	TNF
STAT1	CXCL11
MAPK1	IL12B
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
SP3	CTSL
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GH2
USF1	GH2
USF2	GH2
ETV4	MMP9
