TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
ADCY1	PRKACA
PRKACA	MAPK1
MAPK1	STAT3
MAPK1	STAT1
PRKACA	NFKB1
MAPK8	JUN
MAPK1	MYC
MAPK1	ESR1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	CREBBP
CREBBP	SP1
RAPGEF3	MAPK14
MAPK14	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	RELA
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
PRKACA	CREB1
PRKACA	ATF2
MAPK8	FOS
NFKB1	HIF1A
PRKACA	ATF4
NFKB1	MYB
MAPK8	ELK1
ELK1	EGR1
MAPK14	CEBPB
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK8	SMAD3
SMAD3	E2F4
YAP1	BBC3
NFKB1	TRAF3
TRAF3	TBK1
TBK1	REL
PRKACA	PPARA
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK1	ETS2
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	TP53
MAPK1	NFKB1
NOS1	HRAS
HRAS	JUN
MAPK1	SMAD2
SMAD2	YAP1
SMAD2	SP1
MAPK1	ELK4
MAPK1	ETS1
ETS1	SRF
MAPK1	RELA
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
NOS1	KRAS
KRAS	GRB2
GATM	NOS3
NOS3	CREB1
NOS3	ATF2
HRAS	FOS
HRAS	PIK3R5
PIK3R5	HIF1A
NOS3	ATF4
MAPK1	ELK1
HRAS	MAPK14
NOS3	CREB3
NOS3	ATF6B
NOS3	CREB3L2
NOS3	CREB3L1
NOS3	CREB5
MAPK1	SMAD3
SMAD2	E2F4
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
PIK3R5	MTOR
JUP	MYC
JUP	CCND1
NR3C2	ATP1B4
NR3C2	KRAS
NR3C2	ATP1A2
NR3C2	ATP1A3
NR3C2	ATP1B1
NR3C2	ATP1B2
NR3C2	FXYD2
