HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	MYC
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
HRAS	RAF1
RAF1	RELA
HRAS	JUN
RAF1	NFKB1
MAPK1	CREB1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	SP1
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
MAPK1	ESR1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
NFKB1	MYB
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	ATF2
MAPK1	ETS1
MAPK1	SMAD3
HRAS	MAPK14
MAPK14	MAX
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
HRAS	FOS
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	RBPJL
CREBBP	RBPJ
HRAS	MAPK3
MAPK1	ATF4
NFKB1	NFKB2
ITGAL	SRC
SRC	STAT3
STAT3	MYC
ITGAL	PTK2
PTK2	MAPK1
SRC	RAC1
RAC1	RELA
SRC	HRAS
RAC1	NFKB1
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
STAT3	ESR1
ESR1	SP1
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
CTNNB1	CREBBP
CREBBP	MYB
SRC	GRB2
PTK2	MAPK14
ITGAL	CRK
CRK	ABL1
ABL1	RB1
PTK2	MAPK3
HDAC2	RBPJL
RBPJL	MYC
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	RELA
JUN	NFKB1
CREBBP	CREB1
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	SP1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
HDAC2	THRB
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
CREBBP	ATF2
THRB	GATA4
GATA4	SRF
SRF	ETS1
YAP1	SMAD3
MYC	MAX
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
HDAC2	RBPJ
RBPJL	FGR
FGR	PTK2
CREBBP	ATF4
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
JUP	MYC
JUP	CCND1
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
ARNT	EDN1
ARNT	ENO1
YAP1	ID3
YAP1	ID4
YAP1	AXIN2
YAP1	NKD1
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND1
TEAD1	CCND2
TEAD4	CTGF
TEAD4	BIRC2
TEAD4	AXIN1
TEAD4	AXIN2
TEAD4	CCND2
TEAD3	BIRC5
TEAD3	CCND1
TEAD3	SOX2
TP73	BBC3
TCF7L1	BIRC2
TCF7L1	SOX2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	BIRC5
TEAD2	AXIN2
TEAD2	CCND2
SMAD2	SLC2A1
STAT2	PIM1
STAT2	CCND1
STAT2	SOCS5
STAT3	SOCS4
STAT3	SOCS7
STAT3	MYC
STAT3	CCND1
STAT3	SOCS1
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
