HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
MAPK1	MYC
MYC	ZBTB17
MYC	PIAS2
MAPK1	SMAD4
SMAD4	LEF1
MAPK1	ETS1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
MAPK1	SMAD3
HRAS	RAF1
RAF1	NFKB1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	CREB1
GLI2	WNT9A
GLI3	BMP4
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
MAPK14	CXCL1
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
STAT2	SOCS5
STAT3	SOCS7
STAT3	MYC
STAT3	CCND1
MITF	TYRP1
RELA	PTGS2
PIK3CD	AKT3
PIK3R1	PDPK1
TP53	PERP
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
SP1	ADA
SP1	CAV1
ETS2	CDK1
CEBPA	CDKN1A
ETS1	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
CEBPB	F8
AR	F9
CEBPA	F9
NFKB1	FBP1
ETS2	MMP3
PPARG	MMP9
TP53	NME1
FOS	NQO1
RELA	NR4A1
JUN	NRAS
TFAP2A	POLD2
