TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
ADCY1	PRKACA
PRKACA	RELA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	NFKB1
NFKB1	MYB
MAPK8	SMAD3
SMAD3	E2F4
PRKACA	MAPK1
MAPK1	STAT3
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK8	JUN
MAPK1	MYC
MAPK1	ESR1
CREBBP	STAT5A
CREBBP	STAT5B
MAPK1	STAT1
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
MAPK14	CXCL1
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
HIF1A	TIMP1
ARNT	EDN1
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
PIK3R2	AKT1
MAPK12	IL1B
SP1	COL4A2
USF2	ABCA1
SP3	CCND1
SP4	CCND1
TP53	CCND1
USF1	CCND1
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF1	CTSB
SP3	CTSL
ETS1	DNTT
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
TFAP2A	POLD2
ETS1	VWF
ETS2	VWF
NFIC	VWF
