HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	MYC
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	SP1
MAPK1	TP53
MAPK1	CREB1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	ETS1
MAPK1	ESR1
HRAS	MAPK14
MAPK14	MAX
HRAS	FOS
NFKB1	MYB
MAPK1	STAT3
MAPK1	STAT1
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
RB1	E2F2
RB1	E2F3
MAPK1	CREB3
CREB3	ATF1
MAPK1	ATF2
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	NFKB2
PIK3R5	MTOR
MTOR	PPARG
HRAS	MAPK3
CREBBP	RBPJ
MAPK1	ELK1
ELK1	EGR1
MAPK1	SMAD3
MAPK1	ETS2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
ITGAL	PTK2
PTK2	MAPK1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
ITGAL	SRC
SRC	STAT3
STAT3	MYC
SRC	HRAS
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
STAT3	ESR1
ESR1	SP1
CTNNB1	CREBBP
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PTK2	MAPK14
CREBBP	MYB
STAT3	STAT1
STAT3	STAT5A
STAT3	STAT5B
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
SRC	GRB2
SRC	PIK3R5
PTK2	MAPK3
STAT3	PPARGC1A
PPARGC1A	PPARA
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	RBPJL
RBPJL	MYC
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
HDAC2	THRA
THRA	CTNNB1
CREBBP	SP1
CREBBP	TP53
CREBBP	CREB1
JUN	NFKB1
JUN	RELA
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	MAX
MYC	PIAS2
PIAS2	STAT1
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
CREBBP	CREB3
CREBBP	ATF2
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
HDAC2	RXRA
RXRA	PPARG
RBPJL	FGR
FGR	PTK2
HDAC2	RBPJ
SRF	ELK1
YAP1	SMAD3
SRF	ETS2
IL6	LEPR
LEPR	PPARA
THRB	HIF1A
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER3
CREB1	PER2
ARNTL	CRY1
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORA
ARNTL	RORB
ARNTL	RORC
ARNTL	BHLHE41
NPAS2	PER2
CLOCK	RORC
CLOCK	PER2
FOSB	NFKB1
TCF7L2	MYC
TCF7L1	BIRC5
MAPK14	CXCL1
EP300	SERPINE1
HIF1A	TIMP1
ARNT	EDN1
ARNT	ENO1
YAP1	ID2
YAP1	ID3
YAP1	ID4
YAP1	AXIN1
YAP1	AXIN2
YAP1	NKD1
WWTR1	ITGB2
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
