TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
MAPK8	JUN
PRKACA	NFKB1
NFKB1	HIF1A
PRKACA	MAPK1
MAPK1	MYC
PRKACA	RELA
PRKACA	EP300
CREBBP	ARNT
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
NOS1	HRAS
HRAS	JUN
MAPK1	NFKB1
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	RELA
GATM	NOS3
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
FOS	MMP9
CREBBP	GAPDH
EP300	GAPDH
HIF1A	GAPDH
CREB1	MITF
PIK3R2	AKT1
FOS	FIGF
CREB1	BCL2
ATF4	MCL1
PPARA	ACOX1
PPARD	FABP3
PPARG	UCP1
RXRA	CYP8B1
MAPK3	IL18
SP1	COL4A2
ETS2	CDK1
CEBPA	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF1	CTSB
NFIC	CYP17A1
SP1	EGFR
EGR1	FN1
NFKB1	FN1
RELA	FN1
TP53	NME1
FOS	NQO1
RELA	NR4A1
JUN	NRAS
NFKB1	SAA2
CREB1	TF
CEBPB	TNF
FOS	TSHB
