AR	PRKACA
PRKACA	MAPK1
MAPK1	MYC
MAPK1	JUN
PRKACA	CREB1
PRKACA	MAPK8
MAPK8	JUND
MAPK1	FOS
PRKACA	RELA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	EP300
MAPK1	ETS1
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
MAPK1	STAT3
MAPK1	SMAD4
NFKB1	TP53
MAPK1	STAT1
MAPK1	SMAD3
MAPK1	ELK1
ELK1	EGR1
MAPK8	JUNB
NFKB1	TRAF6
TRAF6	MYD88
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
NFKB1	CEBPB
PRKACA	MAPK9
PRKACA	MAPK10
PRKACA	XBP1
XBP1	CEBPA
PRKACA	MAPK3
PRKACA	MAPK14
PRKACA	MAPK11
PRKACA	MAPK13
PRKACA	ATF1
PRKACA	CREB3
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	ATF2
NFKB1	CCL5
MAPK12	IL8
ATF6B	PCNA
MAPK8	JUN
CREBBP	ENO2
CREBBP	ANGPT4
EP300	ENO2
EP300	ANGPT4
HIF1A	ENO2
HIF1A	ANGPT4
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
SOS1	SPRED3
STAT2	PIM1
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
STAT3	SOCS4
STAT3	SOCS1
STAT4	CCND3
STAT5B	CCND2
CREB1	MITF
MITF	DCT
EPAS1	TGFB1
MYC	CDK4
NFKB1	TRAF3
NFKB2	BIRC2
RELA	NOS2
FOXO3	PCK2
CREB3L3	BCL2
PPARA	ACSL3
PPARD	CPT1C
PPARD	UBC
PPARG	ACSL6
RXRA	CPT2
RXRA	ACSL1
RXRA	PLTP
RXRB	ACSBG1
RXRB	SCD5
RXRG	FADS2
MAX	CDK4
SMAD5	ID1
FOS	IL1B
FOS	CCL5
IRF5	IL1B
IRF5	TNF
NFKB1	IL18
NFYC	HLA-DQA2
MAPK8	IL18
MAPK9	IL18
RFXAP	HLA-DMB
SP1	COL4A2
USF1	APOC3
USF2	APOC3
ESR1	APOE
PPARG	APOE
USF1	APOE
USF2	APOE
USF2	CEACAM5
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
REL	CSRP1
USF2	CTSB
SP1	CTSL
USF1	FBP1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
ATF1	PPP2R4
ATF2	PTGS2
RARB	S100A8
PPARD	SERPINE1
POU2F2	SPP1
ATF1	TG
STAT3	TIMP1
ETS1	TNNC1
TP53	TP53
PAX1	VHL
ETS1	VWF
ETS2	VWF
NFIC	VWF
