AR	PRKACA
PRKACA	NFKB1
NFKB1	TP53
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	MYC
MAPK1	JUN
NFKB1	MYB
PRKACA	CREB1
NFKB1	PPP2CA
PPP2CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	RELA
MAPK1	STAT1
MAPK1	ESR1
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
MAPK1	STAT3
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	SMAD3
PRKACA	ATF4
CREBBP	RBPJL
CREBBP	RBPJ
PRKACA	MAPK14
MAPK14	MAX
PRKACA	ATF2
MAPK1	FOS
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
CEBPA	E2F2
CEBPA	E2F3
MAPK1	ETS1
PRKACA	ATF1
PRKACA	MAPK3
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
PPP2CA	WWTR1
MAPK1	ETS2
NFKB1	HIF1A
MAPK1	ELK1
ELK1	EGR1
PRKACA	GLI1
PRKACA	GLI2
PRKACA	GLI3
JUP	MYC
CREB5	ARC
CREB5	PDYN
GLI1	WNT4
GLI1	HHIP
GLI1	WNT9B
GLI1	WNT5B
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
GLI3	GLI1
GLI3	PTCH1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
HIF1A	TIMP1
ARNT	EDN1
ARNT	HK2
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
STAT3	SOCS2
STAT3	CCND3
STAT5A	SOCS2
STAT6	CCND1
PAX6	GCK
PAX6	PDX1
CREB3	MITF
LEF1	MITF
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
RXRA	ACADL
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
MAPK3	NOS2
MAPK3	IL23A
MAPK8	IL18
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
MAPK12	IL1A
RFXANK	HLA-DMB
RFXANK	HLA-DOA
CREB3L3	AQP2
TCF7L1	MMP7
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
SP1	COL4A2
CREB1	ADRB2
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
USF1	CTSB
SP3	CTSL
EGR1	EGFR
JUN	F3
JUND	F3
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
ERG	HMOX1
CEBPB	HP
EGR1	JUN
ESR1	JUN
TFAP2A	KRT5
SP3	LCAT
JUN	MAT2A
NFKB1	MAT2A
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
RELA	MMP3
ETV4	MMP9
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
