HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
HRAS	MAPK1
MAPK1	CREB1
NFKB1	NFKB2
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	RELB
RAF1	RELA
HRAS	JUN
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
ETS1	SPI1
HRAS	MAPK14
MAPK14	CEBPB
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD2
SMAD2	SP1
MAPK1	CREB3
CREB3	ATF1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
MAPK1	MYC
MAPK1	STAT1
STAT1	MYD88
HRAS	MAPK11
HRAS	MAPK13
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	NFKB1
AKT3	CREB1
AKT3	CHUK
CHUK	NFKB2
AKT3	RELA
AKT3	JUN
ITGB2	PTK2
PTK2	MAPK1
PTK2	MAPK14
PIK3R5	PLCE1
CREBBP	SP1
AKT3	CREB3
AKT3	IKBKG
PIK3R5	GSK3B
GSK3B	MYC
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
PTK2	MAPK11
PTK2	MAPK13
NPAS2	RORA
NPAS2	RORC
NPAS2	BHLHE40
NPAS2	NR1D1
CLOCK	CRY2
CLOCK	RORA
ATF6B	IL8
SMAD3	MYC
CREBBP	ENO1
CREBBP	HK1
EP300	ENO1
EP300	HK1
HIF1A	ENO1
HIF1A	HK1
SOS1	SPRY1
STAT5A	CCND3
STAT5B	SOCS4
STAT5B	SOCS7
STAT6	SOCS1
STAT6	CCND3
STAT6	SOCS3
NFKB2	TRAF5
ATF4	BCL2
PPARA	DBI
PPARD	ACADL
PPARG	ACSL1
RXRA	CYP27A1
RXRG	EHHADH
IRF7	IFNA8
MAPK8	IL18
EGR1	ABCB1
EGR2	ABCB1
ETS1	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
WT1	ABCB1
SP1	ADA
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
CREB1	ODC1
WT1	ODC1
NFIC	PCK2
TP53	PCNA
ELK1	PDGFB
SP1	PDGFB
RARA	S100A8
SPI1	SCARB2
POU2F1	SPP1
EGR1	TFPI2
STAT1	TIMP1
EGR4	TNF
STAT1	TP53
JUN	TXN
