TYMS	ITPA
RXRG	CD36
EGR1	CCL5
MAX	CDK6
MAX	CCND1
SMAD5	ID2
SMAD5	ID3
FOS	IL6
FOS	IL12A
FOS	TNF
FOS	CCL4L1
IRF5	IL6
IRF5	IL8
IRF7	IFNA1
IRF7	IFNA2
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYC	HLA-DRB4
NFYC	HLA-DRB5
MAPK8	IL18
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
NFIC	ALAS1
CEBPA	ALB
CEBPB	ALB
SP1	ALB
SP1	ALDH3A1
USF1	APEX1
EGR1	APOA1
SP3	APOA1
USF1	APOA2
USF2	APOA2
CEBPA	APOB
ATF2	APOC3
SP1	CCND1
ATF2	CGA
PPARA	CYP1A1
USF1	CYP1A1
SP1	CYP21A2
JUNB	DCN
MYC	DDX18
E2F4	DHFR
REL	EGFR
TP53	EGFR
USF2	FBP1
EGR1	FCER2
STAT3	FOS
ETS1	FOSL1
ETS2	FOSL1
NFKB1	HMOX1
POU2F2	IL2
NFKB1	IL2RA
NFKB1	IRF1
TFAP2A	ITGA2
CREB1	JUN
EGR1	JUN
ETS2	JUN
JUN	JUN
SMAD3	JUN
SP1	JUN
SP1	KRT5
TFAP2A	KRT5
ATF1	LDHA
CREB1	LDHA
EGR1	LHB
PPARA	LIPA
ETS1	LYZ
JUN	MAT2A
SP2	MAT2A
SP1	MAT2B
HIF1A	MDK
RARA	MIF
ETV4	MMP2
ATF1	NTS
JUN	NTS
JUND	PLAT
E2F4	POLA
NFIC	POLA
TFAP2A	POLA
PPARD	RELA
CREB1	REN
RARB	S100A9
SPI1	SCARB1
ESR2	SERPINE1
PPARG	SERPINE1
USF1	SP1
ETS1	SPP1
SP1	TAF7
JUN	TFF1
ETS1	TFRC
CREB1	TG
ETV4	TIMP1
JUNB	TIMP1
CEBPA	TK1
EGR1	TNF
REL	TNFSF10
FLI1	TNNC1
FOS	TP53
NFIC	TP53
SP1	TPI1
SP1	TTR
FLI1	UPP1
TFAP2A	VHL
