GABRA1	PRKCD
PRKCD	SP1
PRKCD	APP
APP	SYVN1
SYVN1	ATF6
PRKCD	STAT3
STAT3	JUN
PRKCD	TP53
STAT3	NFKB1
STAT3	RELA
PRKCD	EP300
EP300	CEBPB
EP300	CREB1
STAT3	NFKB2
EP300	REL
STAT3	IL1RAP
IL1RAP	MYD88
PRKCD	ELAVL1
ELAVL1	CEBPA
STAT3	HIF1A
EP300	CREBBP
EP300	ARNT
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
NEDD4	YY1
YY1	ATF6
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	DVL2
DVL2	TP53
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
SMAD3	CEBPB
NEDD4	AKT1
AKT1	CREB1
TAX1BP1	TNFAIP3
TNFAIP3	NFKB2
TAX1BP1	TBK1
TBK1	REL
GABARAP	SQSTM1
SQSTM1	MYD88
SMAD3	CEBPA
SQSTM1	HIF1A
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	UBC
UBC	ATF6
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	CEBPB
TP53	CREB1
TRAF6	STAT3
SDCBP2	SEC23A
SEC23A	HSPA4
HSPA4	REL
TRAF6	MYD88
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
TRAF6	HIF1A
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
GABRA4	APP
APP	MAPK8
MAPK8	SP1
MAPK8	JUN
MAPK8	TP53
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
GSK3B	CEBPB
APP	KAT5
KAT5	CREB1
APP	HGS
HGS	TSG101
TSG101	NFKB2
MAPK8	REL
APP	TIRAP
TIRAP	MYD88
MAPK8	CEBPA
APP	MCM7
MCM7	HIF1A
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	UBC
NOD1	CASP9
CASP9	JUN
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	CASP8
CASP8	CEBPB
UBC	TSG101
UBC	FHL2
FHL2	REL
UBC	HDAC6
HDAC6	MYD88
UBC	C1QBP
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GSK3B	CREB1
CREB1	ATF6
GSK3B	JUN
GSK3B	TP53
GSK3B	RELA
PRKAB2	REL
REL	NFKB2
GSK3B	MDM2
MDM2	MYD88
PRKAB2	YY1AP1
YY1AP1	CEBPA
PRKAB2	GNB2L1
GNB2L1	HIF1A
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
GABRB3	PRKACA
PRKACA	CREB1
RELA	JUN
RELA	TP53
RELA	NFKB1
RELA	CEBPB
RELA	NFKB2
RELA	REL
MEOX2	TRAF6
MEOX2	KAT5
KAT5	CEBPA
RELA	HIF1A
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
PRKACA	HSP90AA1
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	UBC
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	VCP
VCP	NFKB2
UBQLN1	UBE3A
UBE3A	CEBPA
UBQLN1	RAD23B
RAD23B	HIF1A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	ALG9
ALG9	XBP1
XBP1	ATF6
GABRE	HLA-A
HLA-A	STAT3
CUX1	EHMT2
EHMT2	TP53
CUX1	BIN1
BIN1	MYC
MYC	CEBPB
CUX1	RECQL5
RECQL5	CREB1
CUX1	SATB1
SATB1	EP300
GABRE	BSCL2
BSCL2	PLEKHF2
PLEKHF2	MBIP
MBIP	MYD88
MYC	CEBPA
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
JUN	CXCL1
NFKB1	CXCL1
RELA	CXCL1
TP53	CDKN1B
CREBBP	CDKN1B
CREBBP	ANGPT2
EP300	CDKN1B
EP300	ANGPT2
HIF1A	CDKN1B
HIF1A	ANGPT2
ARNT	CDKN1B
ARNT	ANGPT2
MYD88	CXCL1
NFKB2	ICAM1
TP53	RRM2
TP53	MKI67
CEBPB	CSRP1
REL	CSRP1
JUN	GJA1
SP1	GJA1
SP1	HSPA8
CEBPA	ICAM1
CEBPB	ICAM1
CREB1	ICAM1
JUN	ICAM1
NFKB1	ICAM1
REL	ICAM1
RELA	ICAM1
NFKB1	KLK3
TP53	KLK3
ATF6	XBP1
