HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ITCH
ITCH	TP53
ARRB2	TRIM28
TRIM28	E2F4
MAPK1	HSF1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	PRMT5
PRMT5	RELA
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	PTGES3
PTGES3	NR3C2
TRIM28	MYB
MAPK1	ATF2
ITCH	JUN
MAPK1	PAX5
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	AKT1
AKT1	CREB1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	HNRNPA1
HNRNPA1	BCL2L1
BCL2L1	BBC3
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	POLR2E
POLR2E	FOS
ARRB2	SFPQ
SFPQ	SP3
NFKBIA	ATF4
TP53	ETS2
ARRB2	YWHAQ
YWHAQ	E2F1
ARRDC3	NEDD4
NEDD4	ERBB3
ERBB3	EGR1
HSP90AA1	NFIC
ARRB2	IGF1R
IGF1R	ESR1
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	STAT1
NEDD4	PPARG
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
ARRB2	MDM2
MDM2	WT1
NR3C2	KRAS
NR3C2	ATP1B1
E2F1	CCNE2
TP53	GADD45B
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	EDN1
CREBBP	EGF
CREBBP	ENO1
CREBBP	ENO2
CREBBP	PGK1
CREBBP	HKDC1
EP300	EDN1
EP300	EGF
EP300	ENO1
EP300	ENO2
EP300	PGK1
EP300	HKDC1
HIF1A	EDN1
HIF1A	EGF
HIF1A	ENO1
HIF1A	ENO2
HIF1A	PGK1
HIF1A	HKDC1
ARNT	EDN1
ARNT	EGF
ARNT	ENO1
ARNT	ENO2
ARNT	PGK1
ARNT	HKDC1
HSF1	HSPA2
HSF1	HSPA8
NFKB1	GADD45B
NFKB1	NFKBIA
NFKB1	CCL4
RELA	GADD45B
RELA	NFKBIA
RELA	CCL4
BBC3	TP53
TP53	SESN1
TP53	IGFBP3
PPARA	EHHADH
RXRA	EHHADH
RXRB	EHHADH
RXRG	EHHADH
FOS	CCL4
JUN	CCL4
MYB	CDK1
MYB	TSC22D3
SP1	CDK1
SP1	APEX1
E2F4	CDC45
E2F1	CDC45
E2F4	CDK1
ETS2	CDK1
EGR1	FCER2
PAX5	FCER2
ESR1	GADD45B
PPARA	GADD45B
PPARG	GADD45B
SP1	HSPA8
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
JUN	MAT2A
MYB	MAT2A
NFKB1	MAT2A
SP1	MAT2A
PPARA	NFKBIA
E2F4	PCNA
TP53	PCNA
ATF2	PENK
FOS	PENK
JUN	PENK
TFAP2A	PENK
PPARG	POU2F1
MYC	PTMA
ESR1	PTMA
MYC	TP53
EGR1	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
PAX5	TP53
STAT1	TP53
TP53	TP53
WT1	TP53
SP1	TPI1
