GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	EP300
EP300	FOS
PRKCD	APP
APP	MYC
EP300	ETS1
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	MAX
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	FOS
NEDD4	YY1
YY1	MYC
GABARAP	ATG7
ATG7	EP300
GABARAP	SQSTM1
SQSTM1	MAPK1
NEDD4	SNCA
SMAD3	MAX
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
SDCBP2	C1orf35
C1orf35	APP
ZCCHC10	TP53
TP53	ETS1
TP53	MAPK1
TP53	MAPK3
ZCCHC10	SNIP1
SNIP1	MAX
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	MAPK7
MAPK7	FOS
MAPK7	ETS1
APP	SNCA
SNCA	MAPK1
APP	KAT5
KAT5	MAX
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	UBC
UBC	ABL1
ABL1	FOS
NOD1	HSP90AA1
HSP90AA1	MYC
NOD1	RNF34
RNF34	TP53
NOD1	CASP8
CASP8	MAPK1
HSP90AA1	MAX
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
GSK3B	BCL3
BCL3	FOS
GSK3B	MYC
GSK3B	TP53
GSK3B	MAPK1
GSK3B	SNCA
GSK3B	SMAD3
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	FOS
MEOX2	KAT5
KAT5	MYC
GABRB3	PRKCA
PRKCA	EP300
MEOX2	TP53BP1
TP53BP1	MAPK1
TP53BP1	MAPK3
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	VCP
VCP	MAPK1
VCP	MAPK3
GABRE	HLA-A
HLA-A	STAT3
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
CUX1	SATB1
SATB1	EP300
MYC	MAPK3
MYC	MAX
MAPK1	CDK4
MAPK3	CDK4
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
MAX	CDK4
