GABRA1	PRKCD
PRKCD	SP1
PRKCD	HSP90AA1
HSP90AA1	NFIC
PRKCD	STAT3
STAT3	NFKB1
STAT3	JUN
PRKCD	EP300
EP300	TFAP2A
PRKCD	APP
APP	MYC
EP300	EGR1
SP1	POU2F1
EP300	USF2
STAT3	RELA
EP300	RUNX1
STAT3	HDAC3
HDAC3	RUNX1T1
STAT3	NFKB2
PRKCD	ELAVL1
ELAVL1	CEBPA
EP300	CEBPB
EP300	CREB1
STAT3	HIF1A
EP300	CREBBP
EP300	ARNT
PRKCD	TP53
STAT3	DAXX
DAXX	RELB
EP300	FOS
STAT3	IL1RAP
IL1RAP	MYD88
ADRA2B	UCHL1
UCHL1	CTNNB1
CTNNB1	SP1
UCHL1	HSP90AA1
UCHL1	COPS5
COPS5	NFKB1
UCHL1	UBE2I
UBE2I	JUN
UCHL1	TP53
TP53	TFAP2A
UCHL1	CDK4
CDK4	MYC
TP53	EGR1
UCHL1	HSPA8
HSPA8	POU2F1
CTNNB1	EP300
TP53	RELA
UCHL1	CDK1
CDK1	RUNX1
CTNNB1	HDAC1
HDAC1	RUNX1T1
CTNNB1	BTRC
BTRC	NFKB2
CDK4	CEBPA
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HNRNPK
HNRNPK	CEBPB
TP53	CREB1
CTNNB1	HIF1A
CTNNB1	CREBBP
HSP90AA1	ARNT
CDK1	RELB
UBE2I	FOS
CTNNB1	HDAC6
HDAC6	MYD88
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	SMURF1
SMURF1	NFIC
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	PRPF40A
PRPF40A	XRCC6
XRCC6	POU2F1
TP53	EP300
TRAF6	RUNX1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
TRAF6	STAT3
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
PRPF40A	HNRNPK
TRAF6	HIF1A
TP53	CREBBP
HIF1A	ARNT
TRAF6	MALT1
MALT1	RELB
PRPF40A	UBE2I
TRAF6	MYD88
GABRA4	APP
APP	MAPK8
MAPK8	SP1
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
APP	GSK3B
GSK3B	NFKB1
MAPK8	JUN
MYC	TFAP2A
APP	EEF1D
EEF1D	RELA
RELA	EGR1
APP	HSPA8
RELA	USF2
MYC	RUNX1
APP	APBB1
APBB1	HDAC1
APP	HGS
HGS	TSG101
TSG101	NFKB2
MAPK8	CEBPA
GSK3B	CEBPB
APP	KAT5
KAT5	CREB1
APP	MCM7
MCM7	HIF1A
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
ELAVL1	ARNT
MAPK8	TP53
GSK3B	RELB
APP	MAPK7
MAPK7	FOS
APP	TIRAP
TIRAP	MYD88
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
NOD1	CASP9
CASP9	JUN
NOD1	RNF34
RNF34	TP53
HSP90AA1	MYC
NOD1	UBC
UBC	BRCA1
BRCA1	POU2F1
BRCA1	USF2
UBC	FHL2
FHL2	RUNX1
UBC	KPNB1
KPNB1	RUNX1T1
UBC	TSG101
UBC	C1QBP
NOD1	CASP8
CASP8	CEBPB
NOD1	PSMA7
PSMA7	HIF1A
NOD1	CFLAR
CFLAR	DAXX
UBC	ABL1
ABL1	FOS
UBC	HDAC6
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GSK3B	HSP90AA1
GSK3B	JUN
GSK3B	TP53
GSK3B	MYC
GSK3B	RELA
PRKAB2	PRKDC
PRKDC	POU2F1
GSK3B	SMAD3
SMAD3	RUNX1
GSK3B	DNMT1
DNMT1	RUNX1T1
PRKAB2	REL
REL	NFKB2
PRKAB2	YY1AP1
YY1AP1	CEBPA
GSK3B	CREB1
PRKAB2	GNB2L1
GNB2L1	HIF1A
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	BCL3
BCL3	FOS
GSK3B	MDM2
MDM2	MYD88
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
GABRB3	PRKACA
PRKACA	HSP90AA1
RELA	NFKB1
RELA	JUN
GABRB3	PRKCA
PRKCA	EP300
MEOX2	KAT5
KAT5	MYC
PRKACA	POU2F1
MEOX2	TRAF6
PRKACA	HDAC1
RELA	NFKB2
KAT5	CEBPA
RELA	CEBPB
PRKACA	CREB1
RELA	HIF1A
RELA	CREBBP
RELA	TP53
RELA	RELB
RELA	FOS
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	PSEN2
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	RAD23A
RAD23A	CREBBP
CREBBP	EGR1
UBQLN1	GAPDH
GAPDH	POU2F1
UBQLN1	RAD23B
RAD23B	BRCA1
UBQLN1	UBQLN4
UBQLN1	VCP
