GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	TP53
PRKCD	EP300
EP300	FOS
EP300	ETS1
ADRA2B	UCHL1
UCHL1	UBE2I
UBE2I	JUN
UCHL1	TP53
UBE2I	FOS
UBE2I	ETS1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	TP53
SDCBP2	PRPF40A
PRPF40A	UBE2I
TP53	ETS1
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	TP53
APP	MAPK7
MAPK7	FOS
MAPK7	ETS1
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	ABL1
ABL1	FOS
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
GSK3B	TP53
GSK3B	BCL3
BCL3	FOS
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	TP53
RELA	FOS
GABRB3	PRKCA
PRKCA	EP300
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CUX1	SATB1
SATB1	EP300
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	DVL2
DVL2	TP53
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	FOS
GABARAP	ATG7
ATG7	EP300
TP53	SESN1
ETS1	CDK4
FOS	CDK4
JUN	CDK4
TP53	EPCAM
