HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	JUN
ITCH	TP53
TP53	ETS1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CSNK2A1
CSNK2A1	ATF1
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	PRMT5
PRMT5	RELA
ARRB2	MAPK1
MAPK1	SP1
MAPK1	ATF2
TRIM28	MYB
TP53	ETS2
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
NFKBIA	ATF4
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	MAPK3
MAPK3	ELK4
CSNK2A1	SRF
ARRB2	HNRNPM
HNRNPM	TOP1
TOP1	ELK3
ARRB2	CDK3
CDK3	PPARA
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	HNRNPD
HNRNPD	MYC
EP300	USF2
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	TFRC
EP300	TFRC
HIF1A	TFRC
ARNT	TFRC
ELK4	FOS
SRF	FOS
NFKB1	NFKBIA
RELA	NFKBIA
TP53	CCNG2
NFKB1	IL1A
RELA	IL1A
MYB	CDK1
SP1	CDK1
E2F4	CDK1
ETS2	CDK1
ETS1	CSNK2B
NFKB1	FBP1
USF2	FBP1
ELK3	FOS
ETS2	FOS
FLI1	FOS
MYC	ID2
ATF1	ID2
FLI1	ID2
SP1	IL1A
HIF1A	MDK
PPARA	NFKBIA
MYC	NRAS
CREB1	NRAS
JUN	NRAS
MYB	NRAS
TFAP2A	NRAS
E2F4	PCNA
TP53	PCNA
ATF2	PLAT
CREB1	PLAT
JUN	PLAT
TFAP2A	PLAT
FLI1	POLR2G
TP53	PTTG1
SP1	TAF7
TFAP2A	TAF7
ATF1	TFRC
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
TP53	TYMS
USF2	TYMS
