HTR2A	CBL
YWHAQ	YAP1
YAP1	TEAD1
GNAI3	GNG5
GNG5	GOLGA2
GOLGA2	TEAD4
MDFI	PIDD1
PIDD1	TEAD3
S1PR1	PDGFRB
PDGFRB	SHC1
SHC1	STAT5A
SHC1	STAT5B
TRIP6	POM121
POM121	BRCA1
BRCA1	USF2
MDFI	NPDC1
NPDC1	TFDP1
SMAD7	MYC
WWP2	POU5F1
POU5F1	ETS2
KAT5	E2F1
KAT5	BRCA1
BRCA1	E2F4
MDFI	VHL
VHL	HSP90AA1
VHL	SP1
KAT5	RB1
RB1	E2F2
KAT5	EP300
KAT5	UBE2I
UBE2I	HSF1
KAT5	TP53
KAT5	RUVBL1
RUVBL1	LEF1
VHL	UBC
UBE2I	TCF7L2
EP300	CTNNB1
MDFI	NAB2
NAB2	YAP1
MDFI	PRKAB2
PRKAB2	GOLGA2
EP300	STAT5A
KAT5	NR3C1
NR3C1	STAT5B
KAT5	MYC
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	KAT5
HTR1E	PSMC3
PSMC3	AR
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
PSMC4	TRAP1
TRAP1	RB1
PSMC3	TP53
TP53	TFAP2A
PSMC3	E2F6
E2F6	TFDP2
PSMC3	STAT1
STAT1	HSF1
PSMC3	RUVBL1
PSMC3	UBC
PSMC4	PSMA3
PSMA3	TCF7L2
AR	CTNNB1
MEOX2	PIN1
PIN1	YAP1
PSMC4	RAD23B
RAD23B	SOX2
PSMC4	SNCAIP
SNCAIP	VPS52
PSMC3	PHB2
PHB2	TEAD3
MEOX2	POM121C
POM121C	STAT5A
PSMC4	ELP6
ELP6	ELP2
ELP2	STAT5B
MEOX2	RELA
RELA	USF2
PSMC4	RNF2
RNF2	TFDP1
PSMC5	MYC
TP53	ETS2
HTR2C	DLG4
DLG4	MDM2
MDM2	E2F1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
DLG4	PTK2B
PTK2B	BCAR1
DLG4	ERBB4
ERBB4	TRIM28
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
MDM2	RB1
CALM1	HSPA4
HSPA4	HSF1
MDM2	CDKN1A
CDKN1A	CEBPA
ERBB4	TP53
CALM1	AKT1
AKT1	CREB1
DLG4	HGS
HGS	DAZAP2
DAZAP2	LEF1
DAZAP2	TCF7L1
ERBB4	YAP1
HGS	INSR
INSR	TEAD1
MDM2	GOLGA2
YAP1	TEAD3
ERBB4	STAT5A
HTR2C	MPDZ
MPDZ	KIT
KIT	STAT5B
MDM2	EP300
TP53	TFDP1
ESR1	MYC
HTR6	ATM
ATM	E2F1
ATM	BRCA1
HTR6	COPS5
COPS5	HSP90AA1
HTR6	CLTC
CLTC	EP300
EP300	SP1
COPS5	MOV10
MOV10	E2F2
ATM	TRIM28
ATM	DAXX
DAXX	HSF1
ATM	ATF2
ATF2	CEBPA
ATM	TP53
ATM	CREB1
ATM	SMAD7
SMAD7	LEF1
CLTC	HGS
DAXX	TCF7L2
COPS5	CTNNB1
HTR6	TTI1
TTI1	YAP1
EP300	GOLGA2
CLTC	PHB2
COPS5	PGR
E2F1	TFDP1
EP300	MYC
HTR7	CUL3
CUL3	YWHAQ
CUL3	TRIM28
TRIM28	E2F4
CUL3	HSP90AA1
CUL3	CTNNB1
CUL3	MOV10
CUL3	NPM1
CUL3	PCBD1
PCBD1	RBL2
RBL2	TFDP2
CUL3	SMARCA4
SMARCA4	HSF1
CUL3	ATF2
CUL3	YWHAZ
ATF2	CREB1
CUL3	PEF1
PEF1	DAZAP2
CUL3	HLA-DMB
HLA-DMB	TEAD1
CUL3	GRB2
SMARCA4	STAT5A
CUL3	HAX1
HAX1	STAT5B
CUL3	PRPF31
PRPF31	TFDP1
CUL3	APP
CUL3	NCOA3
NCOA3	ETS2
DRD1	RANBP9
RANBP9	ESR1
ESR1	E2F1
RANBP9	AR
ESR1	SMURF1
ESR1	BCAR1
ESR1	HDAC1
RANBP9	APP
MYC	TFAP2A
RANBP9	UBE2I
APP	MAPK8
MAPK8	CEBPA
ESR1	TP53
RANBP9	NR3C1
NR3C1	CREB1
ESR1	SMAD2
SMAD2	LEF1
APP	HGS
RANBP9	TP73
TP73	YAP1
ESR1	NCOA1
ESR1	GOLGA2
ESR1	STAT5A
ESR1	EP300
APP	CDC20
CDC20	TFDP1
NR3C1	ETS2
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
EP300	E2F1
GNA13	RDX
RDX	ENO1
ENO1	E2F4
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
GNA13	PTK2B
HSP90AA1	BCL6
BCL6	E2F3
PTK2B	LYN
LYN	E2F6
HSP90AA1	HSF1
GNA12	APP
HSP90AA1	TP53
EP300	CREB1
GNA13	ARHGEF11
ARHGEF11	RHOA
RHOA	SMAD2
MAP3K5	MAP3K7
MAP3K7	DAZAP2
MAP3K5	DAXX
PTK2B	EGFR
EGFR	CTNNB1
MAP3K5	USP9X
USP9X	YAP1
PTK2B	VAV1
VAV1	INSR
PTK2B	GRB2
MAP3K5	CREBBP
CREBBP	TFDP1
DRD3	USP48
USP48	UBC
UBC	E2F1
DRD3	RDX
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
GIPC1	SH3BP4
SH3BP4	TFAP2A
RDX	HSPA4
MCM7	UBE3A
UBE3A	CEBPA
COPS5	TP53
MCM7	FHL2
FHL2	CREB1
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	LEF1
APP	FBLN1
FBLN1	TCF7L2
ENO1	YAP1
MCM7	TRIM27
MCM7	PRMT1
PRMT1	STAT5A
DRD3	MPDZ
GIPC1	OGT
OGT	RELA
COPS3	RFWD2
RFWD2	ETS2
DRD4	ARRB2
ARRB2	YWHAQ
ARRB2	TRIM28
DRD4	GRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NPM1
DRD4	STUB1
STUB1	HSF1
ARRB2	C1QBP
C1QBP	CEBPA
STUB1	TP53
ARRB2	AKT1
ARRB2	ALYREF
ALYREF	LEF1
ARRB2	HGS
GRB2	FUS
FUS	TCF7L2
MAPK1	STAT5A
GRB2	EGFR
STUB1	MYC
ADRA1B	AP2M1
AP2M1	UBC
AP2M1	BCR
BCR	RB1
RB1	E2F4
AP2M1	EEF1A1
EEF1A1	HSP90AA1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	EPS15
EPS15	TFAP2A
EEF1A1	CBS
CBS	HSF1
AP2M1	HSPA8
HSPA8	UBE3A
BCR	TP53
AP2M1	CLTC
EEF1A1	RUVBL1
EEF1A1	FUS
AP2M1	CHD8
CHD8	CTNNB1
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	DVL2
DVL2	WWTR1
WWTR1	TEAD1
AP2M1	PER1
PER1	VPS52
AP2M1	CSNK2B
CSNK2B	STAT5A
BCR	PTPN6
PTPN6	STAT5B
CSNK2B	MYC
ADRA2A	UCHL1
UCHL1	UBC
ADRA2A	GNAI2
GNAI2	GNAI3
UCHL1	HSP90AA1
UCHL1	CTNNB1
GNAI2	TRIP6
GNAI2	NUCB1
NUCB1	RBL1
RBL1	E2F3
UCHL1	UBE2I
UCHL1	CDK4
CDK4	CEBPA
UCHL1	TP53
TP53	CREB1
GNAI2	PLSCR1
PLSCR1	DAZAP2
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
GNAI2	GNG5
GNAI2	MDFI
GNAI2	ITCH
ITCH	ERBB4
PLSCR1	EGFR
NPM1	BRCA1
CDK4	MYC
ADRA2B	UCHL1
CTNNB1	BRCA1
ADRA2B	EIF2B1
EIF2B1	GORASP2
GORASP2	SHMT2
UBE2I	RB1
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
GORASP2	GOLGA2
UBE2I	SUMO2
SUMO2	TEAD3
CTNNB1	EP300
UBE2I	NR3C1
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	EIF3E
EIF3E	ATM
GPRASP2	AP1M1
AP1M1	BRCA1
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
AGO2	ELAVL1
ELAVL1	E2F2
ELAVL1	E2F3
TXN	TP53
GPRASP2	RAF1
RAF1	RB1
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
EIF3E	NCOA3
NCOA3	CEBPA
GPRASP2	RPS6KA5
RPS6KA5	CREB1
GPRASP2	CDC73
CDC73	CTNNB1
TXN	UBQLN4
UBQLN4	DAZAP2
ELAVL1	TCF7L2
TXN	PRDX1
PRDX1	YAP1
TXN	NR3C1
NR3C1	NCOA1
EIF3E	TRIM27
GPRASP2	KEAP1
KEAP1	PIDD1
NFKB1	STAT5A
OPRD1	SIAH1
SIAH1	TFDP1
EIF3E	FBXW7
FBXW7	MYC
CHRM2	Set
Set	Mib2
Mib2	UBC
CHRM2	SET
SET	XPO1
SET	NR3C1
NR3C1	HSP90AA1
SET	TP53
TP53	SP1
SET	CCNB1
CCNB1	RB1
CHRM2	GPRASP1
Set	Csnk1e
Csnk1e	C1QBP
NR3C1	SMAD3
Csnk1e	Ctnnb1
Ctnnb1	TCF7L2
SET	CDK5R1
CDK5R1	CTNNB1
XPO1	YAP1
SET	GZMA
GZMA	GOLGA2
SET	APP
APP	SHC1
CCNB1	EP300
CHRM3	CSNK1A1
CSNK1A1	MDM2
CHRM3	SET
CSNK1A1	HSP90AA1
CSNK1A1	HSPA4
E2F1	CCNE2
E2F2	CCNE2
E2F3	CCNE2
TFDP1	CCNE2
TFDP2	CCNE2
STAT5A	BCL2L1
STAT5B	BCL2L1
LEF1	BIRC5
TCF7	BIRC5
TCF7L2	BIRC5
TCF7L1	BIRC5
YAP1	BIRC5
YAP1	CCND3
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	BIRC5
TEAD1	CCND3
TEAD4	BIRC5
TEAD4	CCND3
TEAD3	BIRC5
TEAD3	CCND3
TCF7L1	CCND3
STAT5A	CCND3
STAT5B	CCND3
HSF1	HSPA1A
TP53	GTSE1
TP53	RRM2
CEBPA	TWF2
CREB1	TWF2
ETS2	TWF2
TP53	MKI67
CREB1	BRCA1
USF2	BRCA1
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
E2F4	CDC6
E2F1	HIST1H2AM
NFIC	HSPA1A
TFAP2A	HSPA1A
SP1	KRT18
TP53	PLK1
E2F4	POLE2
NFIC	POLE2
E2F4	RBL1
CEBPA	SERPINC1
E2F4	TK1
CEBPA	TK1
USF2	TOP3A
