GABRA1	PRKCD
PRKCD	STAT3
STAT3	RELA
PRKCD	TP53
STAT3	NFKB1
STAT3	PML
PML	E2F4
PRKCD	EP300
EP300	CREB1
EP300	ATF4
EP300	ATF2
STAT3	COPS5
COPS5	CREB3
PRKCD	ELAVL1
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
TP53	NFYA
NFYA	ATF6B
EP300	BRCA1
BRCA1	CREB5
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	CEBPB
APP	MYC
PRKCD	SP1
STAT3	JUN
EP300	MYB
PRKCD	STAT1
EP300	SMAD3
EP300	ETS1
STAT3	SMAD1
SMAD1	LEF1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
EP300	TFAP2A
SP1	POU2F1
EP300	ESR1
EP300	TP63
TP63	ETV4
HSP90AA1	NFIC
EP300	STAT5A
INSR	STAT5B
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
EP300	FOS
EP300	FOXO1
ELAVL1	CEBPA
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
EP300	USF2
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	RELA
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
TP53	CREB1
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	BTRC
BTRC	ATF4
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
IRAK1	EMD
EMD	CREB3
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
BEND7	TRIM27
TRIM27	NFYC
NFYC	ATF6B
TIFA	TRAF6
TRAF6	TRAF2
TRAF2	CREB5
TP53	BRCA1
TRAF6	STAT3
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
IRAK1	CUL1
CUL1	RXRG
UBE2I	PPARA
ZCCHC10	PIN1
PIN1	PPARG
HNRNPK	CEBPB
TP53	SP1
PIN1	JUN
TRAF6	MYB
IRAK1	STAT1
TP53	SMAD3
TP53	ETS1
TRIM27	PIAS4
PIAS4	LEF1
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
PIN1	YAP1
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
TP53	TFAP2A
PRPF40A	XRCC6
XRCC6	POU2F1
TP53	ESR1
PRPF40A	HTT
HTT	ETV4
TRAF6	SMURF1
SMURF1	NFIC
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
NTRK1	SOS1
NTRK1	SOS2
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
UBE2I	FOS
SDCBP2	SEC23A
SEC23A	STUB1
STUB1	FOXO1
TP53	CREBBP
TP53	EP300
TRAF6	HIF1A
HIF1A	ARNT
GABRA4	APP
APP	EEF1D
EEF1D	RELA
APP	MAPK8
MAPK8	TP53
APP	GSK3B
GSK3B	NFKB1
EEF1D	HCFC1
HCFC1	E2F4
APP	KAT5
KAT5	CREB1
APP	PSEN2
PSEN2	APH1A
APH1A	ATF4
HCFC1	CREB3
PSEN2	ELAVL1
APP	CUL3
CUL3	PGRMC1
PGRMC1	CREB3L1
CUL3	NXF1
NXF1	ATF6B
MAPK8	TRAF2
KAT5	BRCA1
MAPK8	STAT3
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
AKAP13	PPARA
APP	RFX5
RFX5	PPARG
GSK3B	CEBPB
MAPK8	SP1
MAPK8	JUN
KAT5	MYB
APP	HDAC4
HDAC4	STAT1
GSK3B	SMAD3
APP	MAPK7
MAPK7	ETS1
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
APP	TAF6
TAF6	YAP1
HGS	INSR
APP	MCM7
MCM7	TRIM27
KAT5	E2F1
MYC	TFAP2A
APP	HSPA8
HSPA8	POU2F1
APP	DDX54
DDX54	ESR1
HSPA8	HTT
ELAVL1	NFIC
APP	SHC1
SHC1	STAT5A
SHC1	STAT5B
SHC1	SOS1
SHC1	SOS2
ELAVL1	STAT2
MAPK8	PIAS2
HGS	AHCYL1
AHCYL1	STAT6
MAPK7	FOS
APP	STUB1
MAPK8	CEBPA
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
MCM7	HIF1A
ELAVL1	ARNT
RELA	USF2
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	UBC
UBC	BRCA1
BRCA1	E2F4
UBC	BTRC
UBC	CUL3
CUL3	ATF2
UBC	EMD
UBC	PSMB5
PSMB5	RND1
RND1	CREB3L2
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
UBC	ATF6
ATF6	ATF6B
RNF34	TRIM23
TRIM23	CREB5
NOD1	HSP90AA1
HSP90AA1	STAT3
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP8
CASP8	CEBPB
HSP90AA1	MYC
HSP90AA1	SP1
NOD1	CASP9
CASP9	JUN
UBC	SUMO1
SUMO1	MYB
BRCA1	STAT1
NOD1	CFLAR
CFLAR	SMAD3
UBC	DAZAP2
UBC	PSMA3
PSMA3	TCF7L2
UBC	ABL1
ABL1	YAP1
TP53	NCOA1
NCOA1	TEAD1
UBC	TRIM27
UBC	E2F1
BRCA1	POU2F1
HSP90AA1	ESR1
UBC	UBA2
UBA2	ETV4
BRCA1	STAT5A
UBC	HAX1
HAX1	STAT5B
UBC	CBL
CBL	SOS1
UBC	BIN1
BIN1	SOS2
HSP90AA1	STAT2
UBC	TRIM28
TP53	STAT6
ABL1	FOS
UBC	FHL2
FHL2	FOXO1
UBC	C1QBP
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
BRCA1	USF2
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	RELA
GSK3B	TP53
SMAD3	E2F4
GSK3B	CREB1
RELA	ATF4
SMAD3	ATF2
TRAK2	PRKAB2
PRKAB2	CREB3L1
CREB3L1	CREB3
PRKAB2	REL
REL	CEP19
CEP19	CREB3L2
PRKAB2	TP53BP2
TP53BP2	NXF1
PRKAB2	TRAF2
TRAK2	PLK1
PLK1	BRCA1
GSK3B	BCL3
BCL3	STAT3
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
RELA	PPARA
GSK3B	CTNNB1
CTNNB1	PPARG
GSK3B	MYC
PRKAB2	CRX
CRX	SP1
GSK3B	JUN
GSK3B	CHD3
CHD3	MYB
PRKAB2	GNB2L1
GNB2L1	STAT1
CTNNB1	LEF1
GSK3B	SMURF2
SMURF2	DAZAP2
CTNNB1	TCF7L2
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
YAP1	TEAD1
PRKAB2	GOLGA2
YAP1	TEAD3
PRKAB2	PRKDC
PRKDC	POU2F1
PRKAB2	PIAS2
PIAS2	ESR1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
GSK3B	HSP90AA1
PRKAB2	CSNK2B
GSK3B	PTPN11
PTPN11	STAT5B
PTPN11	SOS1
TRAK2	PRKAA1
PRKAA1	ABI2
ABI2	SOS2
GSK3B	EEF1A1
BCL3	FOS
SMAD3	FOXO1
PRKAB2	YY1AP1
YY1AP1	CEBPA
REL	CREBBP
PRKAA1	EP300
GNB2L1	HIF1A
PIAS2	ARNT
GABRB3	MEOX2
MEOX2	RELA
RELA	TP53
RELA	NFKB1
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	E2F4
PRKACA	CREB1
