ACHE	COL1A1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	TP53
COL1A1	UBL4A
UBL4A	RAB1A
RAB1A	CREB1
IGFBP3	FN1
FN1	SMAD4
SMAD4	ATF2
IGF1R	CSK
CSK	JUN
UBL4A	NPM1
NPM1	TFAP2A
COL1A1	P4HB
P4HB	VCP
VCP	NFKB2
COL1A1	ITGB1
ITGB1	TUBA1A
TUBA1A	MYC
TP53	ETS1
UBL4A	NCL
NCL	SP1
ITGB1	RANBP9
RANBP9	COPS5
COPS5	CREB3
ITGB1	SEL1L
SEL1L	ERLEC1
ERLEC1	ATF6B
FN1	TRIB3
TRIB3	ATF4
FN1	ELAVL1
ELAVL1	CREB3L2
UBL4A	PGRMC1
PGRMC1	CREB3L1
COL1A1	PDGFB
PDGFB	MDFI
MDFI	CREB5
FN1	UBE2L3
UBE2L3	FOS
P4HB	UCHL3
UCHL3	YAP1
YAP1	TEAD1
ITGB1	ILK
ILK	TRIM27
TRIM27	TEAD4
UBL4A	PHB2
PHB2	TEAD3
ITGB1	PRKCA
PRKCA	PPARG
UBL4A	TXN
TXN	NFKB1
UBL4A	KPNA2
KPNA2	RELA
IGFBP3	CD44
CD44	STAT3
IGF1R	ESR1
IGF1R	RUVBL1
RUVBL1	LEF1
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
ILK	CTNNB1
CTNNB1	TCF7L1
ITGB1	GNB2L1
GNB2L1	HIF1A
VCP	MAPK1
VCP	MAPK3
HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	ATF2
SMAD3	JUN
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
GRB2	TSG101
TSG101	NFKB2
CBL	MAPK8
MAPK8	MYC
EP300	ETS1
CBL	CTNNB1
CTNNB1	SP1
CTNNB1	COPS5
GRB2	RBM33
RBM33	ATF6B
EP300	ATF4
CTNNB1	ELAVL1
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
SMAD3	FOS
SMAD3	YAP1
CTNNB1	SOX2
SOX2	TEAD1
GRB2	TRIM27
GRB2	AP4S1
AP4S1	TEAD3
CTNNB1	PPARG
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	EGFR
EGFR	STAT3
CTNNB1	ESR1
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
CTNNB1	HIF1A
SMAD3	MAPK1
MAPK14	MAPK3
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
ATF4	FOSB
CREB3L2	FOSB
CREB3L1	FOSB
CREB5	FOSB
NFKB1	BIRC2
RELA	BIRC2
TP53	CDKN1A
HIF1A	CDKN1A
YAP1	CTGF
YAP1	BIRC2
LEF1	BIRC2
TCF7	BIRC2
TCF7L2	BIRC2
TEAD1	CTGF
TEAD1	BIRC2
TEAD4	CTGF
TEAD4	BIRC2
TEAD3	CTGF
TEAD3	BIRC2
TCF7L1	BIRC2
MAPK1	CDK4
MAPK3	CDK4
NFKB2	CXCL12
TP53	DDB2
TP53	STEAP3
TP53	PPM1D
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
NFKB2	BIRC2
CREB1	ATP1A1
CREB1	CALCA
ATF2	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
SP1	CTGF
PPARG	LIPA
MYC	NRAS
CREB1	NRAS
JUN	NRAS
TFAP2A	NRAS
ATF2	PENK
FOS	PENK
JUN	PENK
TFAP2A	PENK
TP53	S100B
