GABRA1	PRKCD
PRKCD	EP300
EP300	CREB1
PRKCD	STAT3
STAT3	JUN
STAT3	HIF1A
EP300	CREBBP
EP300	ARNT
EP300	BRCA1
BRCA1	ATF1
EP300	ETS1
EP300	RARA
STAT3	NFKB1
STAT3	RELA
PRKCD	ELAVL1
ELAVL1	CEBPA
PRKCD	TP53
EP300	PPARG
PRKCD	HSP90AA1
HSP90AA1	PPARA
STAT3	NCOA1
NCOA1	RARB
STAT3	IL1RAP
IL1RAP	MYD88
EP300	FOXO1
NFKB1	IRF8
EP300	IRF1
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	MAPK14
STAT3	PML
PML	MAPK11
PRKCD	VCP
VCP	MAPK13
STAT3	MAPK8
TP53	MAPK9
TP53	MAPK10
PRKCD	IKBKB
IKBKB	MEOX2
MEOX2	PAX1
PRKCD	SP1
HSP90AA1	PPARD
PRKCD	INSR
INSR	IRF7
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
SDCBP2	PRPF40A
PRPF40A	CSNK2A2
CSNK2A2	ATF1
TP53	ETS1
PIN1	RARA
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
PIN1	PPARG
PRPF40A	UBE2I
UBE2I	PPARA
CEBPA	RARB
TRAF6	MYD88
SDCBP2	SEC23A
SEC23A	STUB1
STUB1	FOXO1
TRAF6	IRF8
STUB1	IRF1
TP53	MAPK1
TP53	MAPK3
TP53	MAPK14
TIFA	IRAK1
IRAK1	BAG3
BAG3	MAPK11
TRAF6	VCP
SDCBP2	C11orf57
C11orf57	MAPK8
PRPF40A	CYFIP1
CYFIP1	MEOX1
MEOX1	PAX1
TP53	SP1
IRAK1	HSP90AA1
TRAF6	IRF7
GABRA4	APP
APP	KAT5
KAT5	CREB1
APP	MAPK8
MAPK8	JUN
APP	MCM7
MCM7	HIF1A
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
MAPK8	ATF2
ATF2	ATF1
APP	MAPK7
MAPK7	ETS1
APP	PHF8
PHF8	RARA
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
MAPK8	CEBPA
MAPK8	TP53
APP	RFX5
RFX5	PPARG
APP	AKAP13
AKAP13	PPARA
APP	TIRAP
TIRAP	MYD88
APP	STUB1
PSEN2	TRAF6
APP	SET
SET	IRF1
APP	SNCA
SNCA	MAPK1
APP	PAK6
PAK6	MAPK14
APP	SHC1
SHC1	MAPKAPK2
MAPKAPK2	MAPK11
APP	MAPK8IP2
MAPK8IP2	MAPK13
MAPK8	MAPK9
MAPK8IP2	MAPK10
APP	HGS
HGS	ESRRG
ESRRG	MEOX2
MAPK8	SP1
MAPK8	CTNNB1
CTNNB1	PPARD
