GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	APP
APP	MYC
APP	SYVN1
SYVN1	ATF6
PRKCD	TP53
PRKCD	EP300
EP300	TFAP2A
PRKCD	YWHAG
YWHAG	YAP1
STAT3	SMAD1
SMAD1	LEF1
PRKCD	ELAVL1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	STAT1
STAT3	NFKB1
STAT3	RELA
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
EP300	STAT5A
INSR	STAT5B
STAT3	PGR
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
PRKCD	SP1
SP1	POU2F1
EP300	ESR1
STAT3	PML
PML	E2F4
EP300	PPARG
EP300	CREB1
PRKCD	HSP90AA1
HSP90AA1	NFIC
STAT3	HIF1A
EP300	SMAD3
APP	ELK1
HSP90AA1	PPARA
EP300	MAX
EP300	CREBBP
EP300	ARNT
EP300	MYB
HSP90AA1	PPARD
EP300	FOS
EP300	ATF4
EP300	ATF2
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
EP300	BRCA1
BRCA1	ATF1
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	ETS1
HSP90AA1	CEBPE
EP300	USF2
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	UBC
UBC	ATF6
ZCCHC10	TP53
TP53	TFAP2A
PIN1	YAP1
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS4
PIAS4	LEF1
SDCBP2	PRPF40A
PRPF40A	UBQLN4
UBQLN4	DAZAP2
PRPF40A	UBE2I
UBE2I	TCF7L2
SDCBP2	ZNF581
ZNF581	SUV39H1
SUV39H1	CTNNB1
TRAF6	STAT3
TIFA	IRAK1
IRAK1	STAT1
ZNF581	BANP
BANP	NFKB1
TP53	RELA
TRAF6	NTRK1
NTRK1	SOS1
NTRK1	SOS2
TRIM27	TEAD4
TEAD4	TEAD1
BEND7	C1QBP
C1QBP	PHB2
PHB2	TEAD3
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
NTRK1	STAT5B
ZCCHC10	RBM39
RBM39	PGR
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
PRPF40A	XRCC6
XRCC6	POU2F1
TP53	ESR1
C1QBP	CEBPA
CEBPA	E2F4
TP53	SP1
PIN1	PPARG
TP53	CREB1
TRAF6	SMURF1
SMURF1	NFIC
TRAF6	HIF1A
TP53	SMAD3
UBE2I	PPARA
ZCCHC10	SNIP1
SNIP1	MAX
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TRAF6	MYB
IRAK1	HSP90AA1
UBE2I	FOS
IRAK1	BTRC
BTRC	ATF4
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
UBE2I	RXRA
IRAK1	CUL1
CUL1	RXRG
PRPF40A	CSNK2A2
CSNK2A2	ATF1
TP53	MAPK1
TP53	MAPK3
TP53	ETS1
PRPF40A	PIAS1
PIAS1	CEBPE
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	TP53
MYC	TFAP2A
APP	TAF6
TAF6	YAP1
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
MAPK8	STAT3
APP	HDAC4
HDAC4	STAT1
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	SHC1
SHC1	SOS1
SHC1	SOS2
HGS	INSR
APP	MCM7
MCM7	TRIM27
APP	KAT5
KAT5	E2F1
SHC1	STAT5A
SHC1	STAT5B
APP	DDX54
DDX54	PGR
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	STAT2
MAPK8	PIAS2
HGS	AHCYL1
AHCYL1	STAT6
APP	HSPA8
HSPA8	POU2F1
DDX54	ESR1
EEF1D	HCFC1
HCFC1	E2F4
MAPK8	SP1
APP	RFX5
RFX5	PPARG
KAT5	CREB1
ELAVL1	NFIC
MCM7	HIF1A
GSK3B	SMAD3
AKAP13	PPARA
KAT5	MAX
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
ELAVL1	ARNT
KAT5	MYB
MAPK8	CTNNB1
CTNNB1	PPARD
APP	MAPK7
MAPK7	FOS
PSEN2	APH1A
APH1A	ATF4
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
ATF2	ATF1
APP	SNCA
SNCA	MAPK1
MAPK7	ETS1
MAPK8	CEBPA
CEBPA	CEBPE
RELA	USF2
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	MYC
NOD1	UBC
NOD1	RNF34
RNF34	TP53
UBC	ABL1
ABL1	YAP1
UBC	DAZAP2
UBC	PSMA3
PSMA3	TCF7L2
HSP90AA1	STAT3
UBC	BRCA1
BRCA1	STAT1
NOD1	COPS6
COPS6	NFKB1
UBC	CBL
CBL	SOS1
UBC	BIN1
BIN1	SOS2
TP53	NCOA1
NCOA1	TEAD1
UBC	TRIM27
UBC	E2F1
BRCA1	STAT5A
UBC	HAX1
HAX1	STAT5B
BRCA1	PGR
HSP90AA1	STAT2
UBC	TRIM28
TP53	STAT6
BRCA1	POU2F1
HSP90AA1	ESR1
BRCA1	E2F4
HSP90AA1	SP1
UBC	SFPQ
SFPQ	PPARG
NOD1	PSMA7
PSMA7	HIF1A
NOD1	CFLAR
CFLAR	SMAD3
RNF34	APP
HSP90AA1	MAX
HSP90AA1	ARNT
UBC	SUMO1
SUMO1	MYB
ABL1	FOS
UBC	BTRC
UBC	CUL3
CUL3	ATF2
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
NOD1	CASP8
CASP8	MAPK1
BRCA1	USF2
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
GSK3B	MYC
GSK3B	CREB1
CREB1	ATF6
GSK3B	TP53
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
GSK3B	CTNNB1
CTNNB1	LEF1
GSK3B	SMURF2
SMURF2	DAZAP2
CTNNB1	TCF7L2
GSK3B	BCL3
BCL3	STAT3
TRAK2	PRKAB2
PRKAB2	GNB2L1
GNB2L1	STAT1
GSK3B	RELA
GSK3B	PTPN11
PTPN11	SOS1
TRAK2	PRKAA1
PRKAA1	ABI2
ABI2	SOS2
YAP1	TEAD1
PRKAB2	GOLGA2
YAP1	TEAD3
PRKAB2	CSNK2B
PTPN11	STAT5B
PRKAB2	PIAS2
PIAS2	PGR
GSK3B	HSP90AA1
GSK3B	EEF1A1
PRKAB2	PRKDC
PRKDC	POU2F1
PIAS2	ESR1
SMAD3	E2F4
PRKAB2	CRX
CRX	SP1
CTNNB1	PPARG
GNB2L1	HIF1A
TRAK2	KLC1
KLC1	APP
RELA	PPARA
SMAD3	MAX
PRKAB2	REL
REL	CREBBP
PRKAA1	EP300
PIAS2	ARNT
GSK3B	CHD3
CHD3	MYB
BCL3	FOS
RELA	ATF4
SMAD3	ATF2
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
TRAK2	OGT
OGT	CSNK2A1
CSNK2A1	ATF1
GSK3B	MAPK1
GSK3B	SNCA
PRKAB2	GATA1
GATA1	CEBPE
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
MEOX2	KAT5
KAT5	MYC
GABRB3	PRKACA
PRKACA	CREB1
RELA	TP53
GABRB3	PRKCA
PRKCA	EP300
MEOX2	PIN1
PRKCA	CTNNB1
PRKCA	ELAVL1
RELA	STAT3
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	NFKB1
MEOX2	NCK2
NCK2	SOS1
PRKACA	EGFR
MEOX2	PRKAB2
MEOX2	POM121C
POM121C	STAT5A
EGFR	STAT5B
PRKACA	POU2F1
POU2F1	PGR
EGFR	STAT2
JUN	STAT4
MEOX2	AHCYL1
RELA	ESR1
PRKACA	HDAC1
HDAC1	E2F4
RELA	SP1
PRKCA	PPARG
PRKACA	HSP90AA1
RELA	HIF1A
MEOX2	TGFB1
TGFB1	SMAD3
MEOX2	STK16
STK16	ELK1
RELA	CREBBP
HDAC1	PPARD
RELA	FOS
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
RELA	BRCA1
MEOX2	TP53BP1
TP53BP1	MAPK1
TP53BP1	MAPK3
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	UBC
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	UBQLN2
UBQLN2	YAP1
UBQLN1	HGS
UBQLN1	MTOR
MTOR	STAT3
MTOR	STAT1
UBQLN1	PSEN2
UBQLN1	RAD23B
RAD23B	STAT6
UBQLN1	GAPDH
GAPDH	POU2F1
UBQLN1	UBE3A
UBE3A	ESR1
UBE3A	PML
UBQLN1	ATXN3
ATXN3	CREB1
RAD23B	HIF1A
HCVgp1	SMAD3
RAD23A	CREBBP
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	VCP
VCP	HSP90AA1
UBQLN1	UBQLN4
UBQLN4	RXRA
UBE3A	RARA
RARA	RXRG
CREBBP	ATF1
VCP	MAPK1
VCP	MAPK3
UBE3A	CEBPA
RAD23B	BRCA1
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
GABRE	ALG9
ALG9	XBP1
XBP1	ATF6
CUX1	EHMT2
EHMT2	TP53
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
FAM189B	YAP1
CUX1	SATB1
SATB1	CTNNB1
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	LASP1
LASP1	DAZAP2
SATB1	PML
PML	TCF7L2
ALG9	RTF1
RTF1	STAT1
BIN1	SOS1
ZDHHC17	TEAD1
ZDHHC17	GOLGA2
BSCL2	POM121C
CUX1	CCNA1
CCNA1	PGR
PGR	STAT5B
SATB1	EP300
FAM189B	HSPA8
CUX1	CDK7
CDK7	ESR1
CUX1	TLE4
TLE4	HDAC1
CCNA1	SP1
GABRE	GPAA1
GPAA1	PIN1
CUX1	RECQL5
RECQL5	CREB1
CDK7	HSP90AA1
PIN1	SMAD3
GABRE	EPHB4
EPHB4	APP
SATB1	UBE2I
MYC	MAX
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
PML	ARNT
PML	MYB
XBP1	FOS
ZDHHC17	ATF2
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
ALG9	GSH1
GSH1	ATF1
MYC	MAPK3
SATB1	PIAS1
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	NEDD4
NEDD4	YY1
YY1	MYC
YY1	ATF6
GABARAP	DVL2
DVL2	TP53
NEDD4	PPARG
PPARG	TFAP2A
TAX1BP1	RAD18
RAD18	YAP1
TAX1BP1	DAZAP2
DAZAP2	TCF7L2
GABARAP	TBC1D15
TBC1D15	STAT3
GABARAP	ATG7
ATG7	STAT1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
NEDD4	EGFR
EGFR	SOS1
DVL2	WWTR1
WWTR1	TEAD1
TAX1BP1	IKBKE
IKBKE	TRIM27
WWTR1	TEAD3
GABARAP	SQSTM1
SQSTM1	STAT5A
NEDD4	DDX54
SQSTM1	TKT
TKT	STAT4
TAX1BP1	DSTN
DSTN	STAT6
NEDD4	EPRS
EPRS	POU2F1
GABARAP	NCOA7
NCOA7	ESR1
NEDD4	SMAD3
SMAD3	SP1
NEDD4	AKT1
AKT1	CREB1
KEAP1	HSP90AA1
SQSTM1	HIF1A
NEDD4	SNCA
SNCA	ELK1
ATG7	SIRT1
SIRT1	PPARA
SMAD3	CREBBP
ATG7	EP300
TAX1BP1	TRAF6
DVL2	CTNNB1
SMAD3	FOS
NEDD4	BTRC
NEDD4	SRC
SRC	RXRA
PPARG	RXRB
GABARAP	ATG13
ATG13	HOF1
HOF1	ATF1
SQSTM1	MAPK1
TP53	GADD45A
LEF1	MYC
TCF7	MYC
TCF7L2	MYC
TCF7L1	MYC
ELK1	CCND3
JUN	CCND3
CREB1	PCNA
ATF2	PCNA
SMAD3	MYC
ATF4	PCNA
CREBBP	EGF
EP300	EGF
HIF1A	EGF
ARNT	EGF
YAP1	MYC
YAP1	CCND3
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	MYC
TEAD1	CCND3
TEAD4	MYC
TEAD4	CCND3
TEAD3	MYC
TEAD3	CCND3
TCF7L1	CCND3
SOS1	MYC
SOS1	CCND3
SOS2	MYC
SOS2	CCND3
STAT1	MYC
