HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	MAPK8
MAPK8	MYC
CBL	HSPA8
HSPA8	RELA
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	NCOA1
NCOA1	RARB
MAPK8	ELK1
SMAD3	CEBPA
CBL	HSPA4
HSPA4	NFKB1
MAPK8	ELK4
CBL	SMAD7
SMAD7	SRF
CBL	CTNNB1
CTNNB1	TCF3
TCF3	ELK3
CTNNB1	SP1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
FLNA	REL
REL	RELA
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
EPB41L1	COPS5
COPS5	NCOA1
APP	ELK1
FLNA	LMNA
LMNA	KAT5
KAT5	CEBPA
REL	NFKB1
FLNA	SRRM2
SRRM2	ELAVL1
ELAVL1	ELK4
DRD2	CALM1
CALM1	GTF2I
GTF2I	SRF
CALM1	TCF3
PPP1R9B	CDKN2A
CDKN2A	SP1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
S1PR1	WWP2
WWP2	SMAD7
SMAD7	MYC
TRIP6	UBE2C
UBE2C	RELA
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
WWP2	SMAD2
SMAD2	RARB
TRIP6	STK16
STK16	ELK1
WWP2	SMAD3
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
GNAI3	XPO1
XPO1	ELAVL1
TRIP6	RPS14
RPS14	TOP1
TOP1	ELK3
SMAD3	SP1
KAT5	TP53
KAT5	MYC
KAT5	RELA
CEBPA	RARB
KAT5	APP
KAT5	EP300
EP300	NFKB1
KAT5	BRCA1
BRCA1	ELK4
KAT5	SRF
MDFI	NAB2
NAB2	TOP1
MDFI	VHL
VHL	SP1
HTR1D	S1PR1
HTR1E	PSMC3
PSMC3	TP53
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	MYC
HTR1E	MEOX2
MEOX2	RELA
MEOX2	KAT5
MEOX2	RARB
MEOX2	STK16
