HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRDC3	ITCH
ITCH	JUN
ARRDC3	NEDD4
NEDD4	SMAD3
ARRDC3	WWP1
WWP1	SMAD4
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK9
MAPK9	JUNB
ARRB2	POLR2E
POLR2E	FOS
NEDD4	SMAD2
SMAD2	ETV4
ITCH	TP53
TP53	ETS1
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	STAT1
MAPK1	JUND
ARRB2	PRMT5
PRMT5	RELA
ARRB2	NPM1
NPM1	TFAP2A
CREBBP	TIMP1
EP300	TIMP1
HIF1A	TIMP1
ARNT	TIMP1
NFKB1	CEBPB
RELA	CEBPB
NFKB1	GADD45A
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
