HTR2A	CBL
CBL	MAPK14
MAPK14	HOXA5
CBL	SMAD3
SMAD3	RBL1
RBL1	TFDP2
CBL	ABL1
ABL1	CREB1
CBL	YWHAQ
YWHAQ	E2F1
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	CTNNB1
CTNNB1	PPARG
CBL	YWHAZ
YWHAZ	TP53
CTNNB1	HIF1A
CTNNB1	CREBBP
CREBBP	CREM
KCNH2	YWHAE
YWHAE	MAPK14
YWHAE	YWHAQ
E2F1	TFDP2
YWHAE	ABL1
YWHAE	NPM1
NPM1	TFAP2A
YWHAE	XPO1
XPO1	PPARG
KCNH2	HSPA8
HSPA8	TP53
KCNH2	HSP90AA1
HSP90AA1	HIF1A
KCNH2	STUB1
STUB1	ATXN1
ATXN1	CREM
E2F1	CCNE2
TFDP2	CCNE2
HIF1A	SERPINE1
HIF1A	PDK1
TP53	SERPINE1
PPARG	PCK2
CREB1	HLA-DOB
TP53	BAK1
PPARG	SERPINE1
CREB1	TH
CREM	TH
HOXA5	TH
TFAP2A	TH
