HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	CREB1
ITCH	JUN
JUN	CREB3
ARRB2	MAPK1
MAPK1	ATF2
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	HNRNPD
HNRNPD	MYC
MAPK1	SP1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	NPM1
NPM1	TFAP2A
NFKBIA	NFKB1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CDK3
CDK3	PPARA
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
TNF	SELE
CREB3	NPY
CREB1	NPY
ATF2	NPY
ATF6B	NPY
ATF4	CRH
MAPK1	PDYN
CREB3L2	NPY
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
PAX6	PDX1
MITF	TYRP1
MAPK3	CDK4
PIK3R2	AKT1
FOS	FIGF
FOS	VEGFB
ATF4	MCL1
CREB3L1	MCL1
PPARD	FABP3
PPARD	UCP1
RXRA	CYP8B1
RXRA	ACSL3
NFYA	HLA-DQA1
RFX5	CD74
RFXAP	HLA-DMB
USF2	APOE
POU2F1	CD79A
POU2F2	CD79A
POU2F1	CD79B
ETS1	DNTT
ESR1	EGFR
ESR2	EGFR
SP1	EGFR
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
NFKB1	ICAM1
NFKB1	IER3
STAT5A	IFNG
SP1	ITGA2
ETS1	MMP3
ETV4	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
FLI1	MMP9
MYB	NRAS
FOS	NTS
CREB1	ODC1
NFIC	PCK2
EGR1	PDGFB
JUN	PDHA1
ATF2	PENK
TFAP2A	PENK
POU2F1	VWF
SMAD4	ZFP36
