HTR2A	CBL
CBL	SMAD3
SMAD3	JUN
CBL	ABL1
ABL1	CREB1
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	JUN
NR3C1	CREB1
DRD5	GNA13
GNA13	PTK2B
PTK2B	VAV1
VAV1	JUN
GNA13	MAP3K5
MAP3K5	EP300
EP300	CREB1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	JUN
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
DRD4	ARRB2
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	AKT1
AKT1	CREB1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
MDFI	PIN1
PIN1	JUN
HTR1E	MEOX2
MEOX2	RELA
RELA	JUN
MEOX2	KAT5
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
HTR2C	CALM1
CALM1	AKT1
HTR6	COPS5
HTR6	ATM
ATM	CREB1
HTR7	CUL3
CUL3	ATF2
ATF2	JUN
ATF2	CREB1
ADRA1B	AP2M1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	CLTC
CLTC	EP300
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
ADRA2A	UCHL1
UCHL1	TP53
TP53	CREB1
ADRA2B	UCHL1
UCHL1	UBE2I
UBE2I	JUN
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	AP1G1
GPRASP2	RPS6KA5
RPS6KA5	CREB1
CHRM2	SET
SET	NR3C1
CHRM3	SET
HTR2B	AGTR1
AGTR1	MAPK1
MAPK1	JUN
AGTR1	ARRB2
GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	EP300
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
ZCCHC10	TP53
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	KAT5
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
GSK3B	CREB1
GABRB3	MEOX2
GABRB3	PRKACA
PRKACA	CREB1
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	ATXN3
ATXN3	CREB1
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	RECQL5
RECQL5	CREB1
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
GABARAP	NEDD4
NEDD4	AKT1
ADRB1	ARRB2
ADRB2	STAT3
ADRB2	MAPK14
MAPK14	CREB1
ADRB3	SRC
SRC	STAT3
SRC	CREBBP
CREBBP	CREB1
FOS	GSTP1
NFIC	HBA2
