HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CTNNB1	FOXO3
CBL	MAPK8
MAPK8	MYC
CBL	SMAD3
SMAD3	JUN
CTNNB1	SP1
CBL	YWHAQ
YWHAQ	E2F1
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	HSPA4
HSPA4	NFKB1
SMAD3	FOS
EP300	TFAP2A
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
MAPK8	SPI1
EP300	SP3
SMAD3	CEBPA
CBL	ABL1
ABL1	CREB1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
CALM1	AKT1
AKT1	FOXO3
EPB41L1	APP
APP	MYC
FLNA	RBM39
RBM39	JUN
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
CDKN2A	E2F1
REL	NFKB1
FLNA	LMNA
LMNA	PML
PML	FOS
LMNA	RB1
RB1	TFAP2A
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
PML	SPI1
CALM1	ESR1
ESR1	SP3
LMNA	KAT5
KAT5	CEBPA
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD3	EPB41L1
COPS5	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
MCM7	RB1
RB1	ARNT
MYC	FOXO3
COPS5	JUN
RB1	SP1
DRD3	USP48
USP48	UBC
UBC	E2F1
EPB41L1	COPS3
COPS3	HSP90AA1
COPS5	NFKB1
GIPC1	OGT
OGT	RELA
RELA	FOS
GIPC1	SH3BP4
SH3BP4	TFAP2A
RB1	PPARG
RELA	RXRA
GIPC1	MMS19
