HTR2A	CBL
MMS19	THRB
THRB	RXRB
THRB	RXRG
RB1	SPI1
RELA	SP3
MCM7	UBE3A
UBE3A	CEBPA
MCM7	FHL2
FHL2	CREB1
DRD4	STUB1
STUB1	TP53
DRD4	ARRB2
ARRB2	CSK
CSK	CREBBP
DRD4	GRB2
STUB1	HIF1A
ARRB2	YWHAQ
YWHAQ	FOXO3
STUB1	MYC
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	XRCC6
XRCC6	PPARG
MAPK1	RXRA
STUB1	NR3C1
NR3C1	RXRB
ARRB2	RPA1
RPA1	CUL1
CUL1	RXRG
ARRB2	NONO
NONO	SPI1
ARRB2	SFPQ
SFPQ	SP3
ARRB2	C1QBP
C1QBP	CEBPA
ARRB2	AKT1
AKT1	CREB1
ADRA1B	AP2M1
AP2M1	BCR
BCR	TP53
AP2M1	APC
APC	CREBBP
AP2M1	CLTC
CLTC	EP300
EP300	HIF1A
EP300	FOXO3
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	AP1G1
AP1G1	JUN
AP2M1	SFPQ
SFPQ	SP1
AP2M1	UBC
AP2M1	EEF1A1
EEF1A1	HSP90AA1
EP300	NFKB1
EP300	FOS
AP2M1	EPS15
EPS15	TFAP2A
SFPQ	PPARG
CSNK2B	RXRA
SFPQ	NR3C1
EEF1A1	FUS
FUS	SPI1
AP2M1	HSPA8
HSPA8	UBE3A
EP300	CREB1
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	TP53
MDFI	MYOD1
MYOD1	CREBBP
KAT5	EP300
MDFI	VHL
VHL	HIF1A
MDFI	NR1H2
NR1H2	FOXO3
KAT5	MYC
MDFI	PIN1
PIN1	JUN
VHL	SP1
KAT5	E2F1
VHL	HSP90AA1
HTR1D	S1PR1
S1PR1	WWP2
WWP2	SMAD3
PIN1	PPARG
NR1H2	RXRA
NR1H2	RXRB
NR1H2	RXRG
MDFI	NAB2
NAB2	SPI1
KAT5	CREB1
ADRA2A	UCHL1
UCHL1	TP53
UCHL1	CTNNB1
CTNNB1	EP300
UCHL1	HSP90AA1
UCHL1	CDK4
CDK4	MYC
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	UBC
UCHL1	COPS5
UCHL1	UBE2I
UBE2I	FOS
GNAI2	NPM1
UBE2I	RXRA
GNAI2	MDFI
GNAI2	TRIP6
TRIP6	AJUBA
AJUBA	RXRG
ADRA2A	GNAO1
GNAO1	OPRM1
OPRM1	ARF1
ARF1	SPI1
GNAI2	SRSF1
SRSF1	PIAS1
PIAS1	SP3
CDK4	CEBPA
TP53	CREB1
ADRA2B	UCHL1
UBE2I	JUN
TP53	TFAP2A
ADRA2B	EIF2B1
EIF2B1	GORASP2
GORASP2	NONO
EIF2B1	HNRNPL
HNRNPL	SFPQ
ADRA2C	UCHL1
ADRA2C	EIF2B1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
ESR1	CREBBP
DLG4	MDM2
MDM2	EP300
MDM2	HIF1A
MDM2	FOXO3
ESR1	MYC
MDM2	JUN
ESR1	SP1
MDM2	E2F1
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
DLG4	PRKCA
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
DLG4	PTK2B
PTK2B	VAV1
VAV1	SPI1
MDM2	CDKN1A
CDKN1A	CEBPA
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
TRIP6	SRC
SRC	CREBBP
SMAD3	EP300
SMAD3	HIF1A
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	ARNT
WWP2	SMAD7
SMAD7	MYC
TRIP6	CREB5
CREB5	JUN
SMAD3	SP1
YWHAQ	SMURF1
SMURF1	NFIC
E2F1	NFKB1
GNAI3	GNAI2
GNAI3	XPO1
XPO1	PPARG
HTR1A	HTR1D
S1PR1	PDGFRB
PDGFRB	VAV1
YWHAQ	ESR1
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
ESR1	EP300
ESR1	HIF1A
RANBP9	APP
RANBP9	NR3C1
NR3C1	JUN
ESR1	E2F1
ESR1	SMURF1
NR3C1	NFKB1
RANBP9	UBE2I
MYC	TFAP2A
NR3C1	PPARG
RANBP9	THRB
DRD1	COPG1
COPG1	ARF1
APP	MAPK8
MAPK8	CEBPA
NR3C1	CREB1
TP53	CDKN1B
CREBBP	CDKN1B
EP300	CDKN1B
HIF1A	CDKN1B
ARNT	CDKN1B
TP53	RPRM
FOS	MMP1
JUN	MMP1
MYC	MMP1
FOXO3	CDKN1B
PPARG	MMP1
PPARG	SCD5
RXRA	MMP1
RXRA	SCD5
RXRB	MMP1
RXRB	SCD5
RXRG	MMP1
RXRG	SCD5
MYC	CCNB1
TFAP2A	CCNB1
MYC	CDC25A
E2F1	CDC25A
NFIC	CYP17A1
SP1	CYP17A1
SP3	CYP17A1
JUN	GJA1
SP1	GJA1
CEBPA	ICAM1
CREB1	ICAM1
JUN	ICAM1
NFKB1	ICAM1
SPI1	ICAM1
NFKB1	KLK3
SP3	KLK3
TP53	KLK3
FOS	NQO1
NFIC	POLE2
