HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	MAPK8
MAPK8	HSF1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
GRB2	HSP90AA1
HSP90AA1	NR3C2
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	FILIP1
FILIP1	HSF1
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	PAWR
PAWR	CAND1
CAND1	NR3C2
GRIA2	GRIP1
GRIP1	CTNNB1
GRIP1	HDAC1
HDAC1	HSF1
GRIP1	CREBBP
GRIA2	SDCBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	NT5C2
NT5C2	PTGES3
PTGES3	NR3C2
GRIA3	GRIP1
GRIA3	SDCBP
CREB3L1	CRH
FOS	MMP9
MAPK10	JUN
CREBBP	GAPDH
CREBBP	PFKFB3
SOS1	SPRY3
RFX5	HLA-DRB4
TP53	CAV1
JUND	PLAT
