GABRA1	PRKCD
PRKCD	EP300
EP300	RUNX1
PRKCD	STAT3
STAT3	HDAC3
HDAC3	RUNX1T1
EP300	RARA
PRKCD	SP1
STAT3	NFKB1
ADRA2B	UCHL1
UCHL1	CDK1
CDK1	RUNX1
UCHL1	CTNNB1
CTNNB1	HDAC1
HDAC1	RUNX1T1
CTNNB1	EP300
CTNNB1	SP1
UCHL1	COPS5
COPS5	NFKB1
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	RUNX1
SDCBP2	PRPF40A
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	RARA
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
GABRA4	APP
APP	MYC
MYC	RUNX1
APP	APBB1
APBB1	HDAC1
APP	PHF8
PHF8	RARA
APP	MAPK8
MAPK8	SP1
APP	GSK3B
GSK3B	NFKB1
GABRB1	NOD1
NOD1	UBC
UBC	FHL2
FHL2	RUNX1
UBC	KPNB1
KPNB1	RUNX1T1
UBC	E2F1
E2F1	RARA
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	SMAD3
SMAD3	RUNX1
GSK3B	DNMT1
DNMT1	RUNX1T1
GSK3B	MAPK1
MAPK1	RARA
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GABRB3	MEOX2
MEOX2	TRAF6
GABRB3	PRKACA
PRKACA	HDAC1
MEOX2	PIN1
MEOX2	RELA
RELA	SP1
RELA	NFKB1
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	UBQLN4
UBQLN1	UBE3A
UBE3A	RARA
GABRE	FAM189B
FAM189B	YAP1
YAP1	RUNX1
GABRE	CUX1
CUX1	TLE4
TLE4	HDAC1
GABRE	GPAA1
GPAA1	PIN1
CUX1	CCNA1
CCNA1	SP1
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	TRAF6
GABARAP	SQSTM1
SQSTM1	NCOR1
NCOR1	RUNX1T1
SQSTM1	RARA
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
TAX1BP1	TNIP1
TNIP1	NFKB1
RARA	JUP
RUNX1	JUP
RUNX1T1	JUP
NFKB1	CSNK2A1
SP1	KRT5
RARA	S100A9
