GABRA1	PRKCD
PRKCD	EP300
EP300	CREB1
PRKCD	SP1
PRKCD	ELAVL1
ELAVL1	HOXA5
PRKCD	STAT3
STAT3	JUN
EP300	TFAP2A
GRIK1	GRIP1
GRIP1	CREBBP
CREBBP	CREB1
GRIP1	CTNNB1
CTNNB1	SP1
GRIK1	SDCBP
SDCBP	TRAF5
TRAF5	ELAVL1
SDCBP	MBD3
MBD3	JUN
SDCBP	KCTD1
KCTD1	TFAP2A
CA2	NONO
NONO	PPP1CA
PPP1CA	CREB1
CA2	SLC4A1
SLC4A1	CDKN2A
CDKN2A	SP1
NONO	PTBP1
PTBP1	RBFOX2
RBFOX2	HOXA5
NONO	HDAC3
HDAC3	JUN
CDKN2A	BRCA1
BRCA1	TFAP2A
CA4	PIH1D1
PIH1D1	PPP1CA
PIH1D1	POLR2L
POLR2L	ESR1
ESR1	SP1
PIH1D1	RUVBL1
RUVBL1	ELAVL1
PIH1D1	KMT2A
KMT2A	CREBBP
CREBBP	JUN
PPP1CA	BRCA1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
TP53	SP1
TP53	MAPK14
MAPK14	HOXA5
ZCCHC10	PIN1
PIN1	JUN
TP53	TFAP2A
GABRA4	APP
APP	KAT5
KAT5	CREB1
APP	MAPK8
MAPK8	SP1
APP	PSEN2
PSEN2	ELAVL1
MAPK8	JUN
APP	MYC
MYC	TFAP2A
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	CASP9
CASP9	JUN
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	CREB1
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
PRKAB2	MAGED1
MAGED1	RBFOX2
GSK3B	JUN
GSK3B	TP53
GABRB3	PRKACA
PRKACA	CREB1
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
GABRB3	PRKCA
PRKCA	ELAVL1
RELA	JUN
PRKCA	EP300
GABRD	UBQLN1
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	APP
UBQLN1	PSEN2
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	EPS15
EPS15	TFAP2A
GABRE	CUX1
CUX1	RECQL5
RECQL5	CREB1
CUX1	CCNA1
CCNA1	SP1
GABRE	ALG9
ALG9	HNRNPF
HNRNPF	RBFOX2
GABRE	HLA-A
HLA-A	STAT3
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	AKT1
AKT1	CREB1
NEDD4	SMAD3
SMAD3	SP1
GABARAP	SQSTM1
SQSTM1	MAPK14
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
NEDD4	PPARG
PPARG	TFAP2A
MYD88	IFNA13
RFXANK	HLA-DRB3
USF2	CALCA
NFIC	GOT1
CEBPA	GPX4
TFAP2A	GPX4
SP1	JUN
PGR	KLK3
SP3	KLK3
RARG	MIF
