HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	CTNNB1
CTNNB1	SP1
CBL	MAPK8
MAPK8	MYC
EP300	USF2
CBL	ABL1
ABL1	CREB1
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	HSPA4
HSPA4	NFKB1
CBL	YWHAZ
YWHAZ	TP53
EP300	SP3
CBL	SMAD3
SMAD3	JUN
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
EP300	ETS1
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
FLNA	REL
REL	EP300
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	CALM1
CALM1	HSP90AA1
REL	NFKB1
FLNA	RANBP2
RANBP2	TP53
CALM1	ESR1
ESR1	SP3
FLNA	RBM39
RBM39	JUN
LMNA	PML
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
GIPC1	OGT
OGT	RELA
RELA	USF2
MCM7	FHL2
FHL2	CREB1
EPB41L1	COPS3
COPS3	HSP90AA1
EPB41L1	COPS5
COPS5	NFKB1
COPS5	TP53
RELA	SP3
COPS5	JUN
RELA	RXRA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
THRB	RXRG
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
DRD4	ARRB2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	MAPK1
MAPK1	SP1
DRD4	STUB1
STUB1	MYC
DRD4	GRB2
ARRB2	AKT1
AKT1	CREB1
ARRB2	NFKBIA
NFKBIA	NFKB1
STUB1	TP53
ARRB2	SFPQ
SFPQ	SP3
ARRB2	MAP2K4
MAP2K4	JUN
MAPK1	RXRA
STUB1	NR3C1
NR3C1	RXRB
ARRB2	RPA1
RPA1	CUL1
CUL1	RXRG
ADRA1B	AP2M1
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	SFPQ
SFPQ	SP1
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
AP2M1	EEF1A1
EEF1A1	HSP90AA1
EP300	NFKB1
AP2M1	BCR
BCR	TP53
AP2M1	AP1G1
AP1G1	JUN
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	PPARG
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	EP300
MDFI	VHL
VHL	SP1
KAT5	MYC
KAT5	CREB1
VHL	HSP90AA1
KAT5	TP53
MDFI	PIN1
PIN1	JUN
MDFI	NR1H2
NR1H2	RXRA
NR1H2	RXRB
NR1H2	RXRG
ADRA2A	GNAI2
GNAI2	NPM1
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	CDK4
CDK4	MYC
NPM1	BRCA1
BRCA1	USF2
UCHL1	TP53
TP53	CREB1
UCHL1	HSP90AA1
UCHL1	COPS5
GNAI2	SRSF1
SRSF1	PIAS1
PIAS1	SP3
GNAI2	ITCH
ITCH	JUN
UCHL1	UBE2I
UBE2I	RXRA
GNAI2	MDFI
GNAI2	TRIP6
TRIP6	AJUBA
AJUBA	RXRG
UBE2I	ETS1
ADRA2B	UCHL1
TP53	TFAP2A
CTNNB1	EP300
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	SFPQ
UBE2I	JUN
ADRA2C	UCHL1
ADRA2C	EIF2B1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR2C	CALM1
ESR1	SP1
ESR1	MYC
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
CALM1	AKT1
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	ERBB4
ERBB4	TP53
MDM2	JUN
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
MDM2	CUL1
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	GNAI2
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
WWP2	SMAD7
SMAD7	MYC
S1PR1	TRIP6
TRIP6	POM121
POM121	BRCA1
HTR1A	HTR1D
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	NFIC
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	PTK2
PTK2	TP53
YWHAQ	ESR1
TRIP6	CREB5
CREB5	JUN
TRIP6	SRC
YWHAQ	NCOA3
NCOA3	ETS1
DRD1	RANBP9
RANBP9	APP
MYC	TFAP2A
RANBP9	ESR1
ESR1	EP300
RANBP9	NR3C1
NR3C1	CREB1
ESR1	SMURF1
NR3C1	NFKB1
ESR1	TP53
NR3C1	JUN
RANBP9	UBE2I
RANBP9	THRB
CREB1	BCL2
PPARA	ACOX1
PPARG	UCP1
MYD88	IFNA14
MAPK3	IL12A
MAPK11	IL23A
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
CREB5	AQP2
CREB1	AQP3
RELA	ICAM1
SPI1	ICAM1
MYC	ID2
ATF1	ID2
REL	IFNG
STAT1	IFNG
CEBPD	IL6
SP1	MMP2
SPI1	MMP2
