HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	E2F4
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
CALM1	AR
AR	E2F4
HTR2C	DLG4
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
DLG4	MDM2
MDM2	CUL1
CUL1	RXRG
SLC6A4	SNCA
SNCA	MAPK8
MAPK8	SP1
SNCA	MEF2D
MEF2D	HDAC3
HDAC3	E2F4
SNCA	MAPK1
MAPK1	RXRA
SNCA	APP
APP	AKAP13
AKAP13	RXRB
MAPK8	NR4A1
NR4A1	RXRG
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	XPO1
XPO1	E2F4
S1PR1	TRIP6
TRIP6	SRC
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
SLC6A2	SNCA
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SLC6A3	SNCA
TGFB1I1	NR3C1
SLC6A3	NEDD4
NEDD4	PPARG
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	BCR
BCR	RB1
RB1	E2F4
AP2M1	CSNK2B
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	PPARG
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	GNAI3
UCHL1	UBE2I
UBE2I	RXRA
GNAI2	MDFI
GNAI2	TRIP6
ATF4	MCL1
PPARD	FABP3
RXRA	CYP8B1
NFYA	HLA-DOB
RFXAP	HLA-DMB
RFXAP	HLA-DOA
NFIC	CYP11A1
