GABRA1	PRKCD
PRKCD	EP300
EP300	TP63
TP63	ETV4
GABRA3	SDCBP2
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
GABRA4	APP
APP	HSPA8
HSPA8	HTT
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	RFWD2
RFWD2	ETV4
CHRNA7	FYN
FYN	GNB2L1
GNB2L1	TP63
GRIA2	SDCBP
SDCBP	DMC1
DMC1	RFWD2
GRIK2	SDCBP
GABRB1	NOD1
NOD1	UBC
UBC	UBA2
UBA2	ETV4
GABRB2	TRAK2
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
GABRB3	MEOX2
MEOX2	TGFB1
TGFB1	SMAD2
SMAD2	ETV4
GABRD	UBQLN1
UBQLN1	UBC
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	HTT
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD2
MYD88	IFNA21
ESR1	MYC
