HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	CREB1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ITCH	JUN
ARRB2	POLR2E
POLR2E	FOS
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ITCH	PTCH1
PTCH1	ATF6B
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	YWHAQ
YWHAQ	E2F1
ARRB2	CSNK2A1
CSNK2A1	ATF1
HSP90AA1	NFIC
MAPK1	SP1
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	SFPQ
SFPQ	SP3
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
NEDD4	ERBB3
ERBB3	EGR1
NEDD4	SMAD2
SMAD2	RARB
ARRB2	NPM1
NPM1	TFAP2A
TP53	GADD45G
NFKB1	CCL5
RELA	CCL5
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	EDN1
CREBBP	ENO3
CREBBP	GAPDH
EP300	EDN1
EP300	ENO3
EP300	GAPDH
HIF1A	EDN1
HIF1A	ENO3
HIF1A	GAPDH
ARNT	EDN1
ARNT	ENO3
ARNT	GAPDH
NFKB1	CCL4
NFKB1	TRAF2
RELA	CCL4
RELA	TRAF2
TP53	IGFBP3
EGR1	CCL5
FOS	CCL4
FOS	CCL5
JUN	CCL4
JUN	CCL5
ATF1	AQP3
CREB1	AQP3
ATF1	BRCA1
CREB1	BRCA1
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F1	CDC45
RELA	HDAC2
ATF4	HPGD
CREB1	HPGD
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
E2F4	MYCN
SP3	MYCN
ATF1	NTS
CREB1	NTS
FOS	NTS
JUN	NTS
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
FLI1	POLR2G
MYC	PTMA
RARB	S100A8
RARB	S100A9
NFIC	STMN1
