HTR2A	CBL
CBL	GRB2
GRB2	HTT
HTT	ETV4
CBL	HSPA8
HSPA8	ERG
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	JUN
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
SMAD3	FOS
CTNNB1	CREBBP
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CBL	ABL1
ABL1	CREB1
EP300	TFAP2A
SMAD3	JUND
DRD2	FLNA
FLNA	REL
REL	ATXN1
ATXN1	ETV4
DRD2	CALM1
CALM1	HSPA4
HSPA4	ERG
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
FLNA	RBM39
RBM39	JUN
FLNA	LMNA
LMNA	PML
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
PML	FOS
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
PPP1R9B	PPP1CA
PPP1CA	CREB1
LMNA	RB1
RB1	TFAP2A
COPS5	JUND
CREBBP	TIMP1
EP300	TIMP1
HIF1A	TIMP1
ARNT	TIMP1
RXRA	UBC
RXRA	ACOX3
RXRB	UBC
RXRB	ACOX3
RXRG	UBC
RXRG	ACOX3
SP1	KRT18
CREB1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUND	TIMP1
SP1	TIMP1
TFAP2A	TIMP1
ERG	VIM
ETV4	VIM
