HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	GRB2
GRB2	EP300
EP300	ETS1
EP300	TFAP2A
CBL	SMAD3
SMAD3	JUN
SMAD3	FOS
CBL	EGFR
EGFR	STAT1
SMAD3	CEBPA
EP300	ETS2
CBL	SRC
SRC	RXRA
CBL	CTNNB1
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CBL	ABL1
ABL1	CREB1
CTNNB1	CREBBP
HSPA8	ERG
GRB2	TSG101
TSG101	NFKB2
GRB2	REL
REL	RELB
EGFR	STAT3
EP300	EGR1
CTNNB1	HIF1A
EP300	MITF
CBL	MAPK8
MAPK8	MYC
CTNNB1	SP1
GRB2	HSP90AA1
HSP90AA1	PPARA
EP300	ARNT
CTNNB1	BRCA1
BRCA1	FLI1
CBL	YWHAZ
YWHAZ	TP53
DRD2	FLNA
FLNA	REL
REL	NFKB1
REL	RELA
REL	EP300
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
FLNA	RBM39
RBM39	JUN
LMNA	PML
PML	FOS
DRD2	PAWR
PAWR	STAT1
LMNA	KAT5
KAT5	CEBPA
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
REL	CREBBP
DRD2	CALM1
CALM1	HSPA4
HSPA4	ERG
REL	NFKB2
STAT1	STAT3
PPP1R9B	CDKN2A
CDKN2A	EGR1
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
EPB41L1	APP
APP	MYC
CDKN2A	SP1
CALM1	HSP90AA1
HSP90AA1	ARNT
APP	ELK1
ELK1	FLI1
RANBP2	TP53
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
S1PR1	TRIP6
TRIP6	UBE2C
UBE2C	RELA
YWHAQ	NCOA3
NCOA3	ETS1
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
TRIP6	CREB5
CREB5	JUN
S1PR1	WWP2
WWP2	SMAD3
GNAI3	XPO1
XPO1	STAT1
WWP2	POU5F1
POU5F1	ETS2
TRIP6	SRC
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
MDFI	KAT5
KAT5	CREB1
SRC	CREBBP
SMAD3	EP300
YWHAQ	HSPA8
GNAI3	RAP1GAP
RAP1GAP	BTRC
