HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK3
MAPK3	ELK4
ARRB2	CSNK2A1
CSNK2A1	SRF
ARRB2	HNRNPM
HNRNPM	TOP1
TOP1	ELK3
ARRB2	AKT1
AKT1	CREB1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	IGF1R
IGF1R	ESR1
ARRDC3	ITCH
ITCH	TP53
TP53	ETS2
ARRB2	MAPK1
MAPK1	ELK1
ARRB2	STAT1
MAPK1	ATF2
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	NFKBIA
NFKBIA	ATF4
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
MAPK1	SP1
NFKBIA	NFKB1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
RXRB	PCK1
NFYA	LOC101060835
NFYA	HLA-DQB1
MAPK1	IL12A
MAPK10	IL1B
RFX5	HLA-DQB1
RFX5	HLA-DRA
TFAP2A	ADRA1A
CREB1	ADRB2
CEBPB	AFP
NFIC	AFP
SP1	AGT
EGR1	AKR1B1
NFKB1	AKR1B1
ATF1	PLAUR
E2F4	POLA
MYB	POLA
CREB1	POLD2
TFAP2A	POLD2
FLI1	POLR2G
ATF1	PPP2R4
CEBPA	PREB
