HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	YWHAQ
YWHAQ	E2F1
ARRDC3	ADRB2
ADRB2	SHMT2
SHMT2	E2F2
TRIM28	E2F3
ARRDC3	ITCH
ITCH	TP53
TP53	ETS1
ARRB2	C1QBP
C1QBP	CEBPA
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	AKT1
AKT1	CREB1
ARRB2	IGF1R
IGF1R	ESR1
ITCH	JUN
ARRB2	POLR2E
POLR2E	FOS
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	MAPK1
ARRB2	MAPK3
ARRB2	CDK3
CDK3	PPARA
ARRDC3	NEDD4
NEDD4	PPARG
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	HNRNPD
HNRNPD	MYC
ARRDC3	ARRB1
ARRB1	MAPK14
MAPK14	HOXA5
CREB1	NPY
TP53	GADD45A
MAPK1	CDK4
MAPK3	CDK4
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
CREB1	HLA-DMB
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
ETS1	CSNK2B
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
CREB1	TH
HOXA5	TH
