GABRA1	PRKCD
PRKCD	HSP90AA1
HSP90AA1	NR3C2
PRKCD	APP
APP	SYVN1
SYVN1	ATF6
PRKCD	EP300
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
EP300	TFAP2A
EP300	CREBBP
PRKCD	STAT3
STAT3	HIF1A
EP300	ARNT
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	HSP90AA1
TIFA	TRAF6
TRAF6	UBC
UBC	ATF6
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
IRAK1	CUL1
CUL1	RXRG
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	TFAP2A
TP53	CREBBP
TP53	EP300
TRAF6	HIF1A
HIF1A	ARNT
GABRA4	APP
APP	C9orf41
C9orf41	NR3C2
APP	GSK3B
GSK3B	RXRA
APP	MAPK8
MAPK8	NR4A1
NR4A1	RXRG
APP	MYC
MYC	TFAP2A
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
CHRNA4	YWHAH
YWHAH	SNRPE
SNRPE	HSP90AA1
YWHAH	YWHAZ
YWHAZ	UBC
YWHAH	CBL
CBL	SRC
SRC	RXRA
YWHAH	YWHAG
YWHAG	AKAP13
YWHAZ	AJUBA
AJUBA	RXRG
YWHAZ	TP53
YWHAH	ING1
ING1	CREBBP
YWHAH	PAK2
PAK2	EP300
YWHAZ	CTNNB1
CTNNB1	HIF1A
HSP90AA1	ARNT
CHRNA7	FYN
FYN	HSP90AA1
FYN	NR3C1
NR3C1	CREB1
CREB1	ATF6
FYN	BCL3
BCL3	RXRA
NR3C1	RXRB
FYN	CTNNB1
CTNNB1	PPARG
BCL3	EP300
CTNNB1	CREBBP
GRIA2	SDCBP
SDCBP	NT5C2
NT5C2	PTGES3
PTGES3	NR3C2
SDCBP	TRIM32
TRIM32	UBC
TRIM32	RXRA
GRIA2	GRIP1
GRIP1	PPARG
PPARG	RXRB
SDCBP	KCTD1
KCTD1	TFAP2A
GRIP1	CREBBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	ARNT
GRIK2	SDCBP
GRIK2	GRIP1
GABRB1	NOD1
NOD1	HSP90AA1
NOD1	UBC
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
UBC	CUL1
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	HSP90AA1
GSK3B	CREB1
TRAK2	KLC1
KLC1	APP
TRAK2	PRKAB2
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GSK3B	TP53
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
GABRB3	PRKACA
PRKACA	HSP90AA1
PRKACA	CREB1
GABRB3	MEOX2
MEOX2	RELA
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
GABRB3	PRKCA
PRKCA	EP300
RELA	CREBBP
RELA	HIF1A
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	UBC
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
RARA	RXRG
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	RAD23A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	C1QTNF2
C1QTNF2	ARNT
GABRE	CUX1
CUX1	CDK7
CDK7	HSP90AA1
GABRE	ALG9
ALG9	XBP1
XBP1	ATF6
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
CUX1	SATB1
SATB1	EP300
GABRE	HLA-A
HLA-A	STAT3
SATB1	PML
PML	ARNT
GABRG2	GABARAP
GABARAP	KEAP1
KEAP1	HSP90AA1
GABARAP	NEDD4
NEDD4	YY1
YY1	ATF6
NEDD4	SRC
NEDD4	PPARG
PPARG	TFAP2A
NEDD4	SMAD3
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABARAP	SQSTM1
SQSTM1	HIF1A
CREB3L1	CRH
ELK1	CCND2
MAPK9	SMAD4
MAPK10	JUN
STAT1	MYD88
CREBBP	PFKFB2
CREBBP	PFKFB3
CREBBP	TEK
EP300	PFKFB2
EP300	PFKFB3
EP300	TEK
HIF1A	PFKFB2
HIF1A	PFKFB3
CREB1	BCL2
PPARA	ACOX1
PPARG	UCP1
USF2	APOE
SPI1	MMP2
POU2F2	MYC
JUND	PLAT
