HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	ABL1
ABL1	CREB1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
KAT5	TP53
HTR1E	PSMC3
PSMC3	TP53
HTR1E	MEOX2
MEOX2	KAT5
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
CALM1	AKT1
AKT1	CREB1
HTR6	ATM
ATM	TP53
ATM	CREB1
HTR7	CUL3
CUL3	YWHAZ
CUL3	ATF2
ATF2	CREB1
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
RANBP9	NR3C1
NR3C1	CREB1
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	TP53
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
EP300	CREB1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
DRD4	STUB1
STUB1	TP53
DRD4	ARRB2
ARRB2	AKT1
ADRA1B	AP2M1
AP2M1	BCR
BCR	TP53
AP2M1	CLTC
CLTC	EP300
ADRA1D	DTNA
DTNA	NMT1
NMT1	TP53
ADRA1D	AMFR
AMFR	ATXN3
ATXN3	CREB1
ADRA2A	UCHL1
UCHL1	TP53
TP53	CREB1
ADRA2B	UCHL1
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	TP53
GPRASP2	RPS6KA5
RPS6KA5	CREB1
CHRM2	SET
SET	TP53
SET	NR3C1
CHRM3	SET
TP53	APAF1
USF1	SERPINE1
