HPGDS	ARRDC3
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	HDAC2
HDAC2	PPARD
HSP90AA1	CEBPE
MAPK1	HSF1
AKT1	RARA
ADRB2	HDAC6
HDAC6	NR1H4
RPA1	TRIP12
TRIP12	PTF1A
PTF1A	RBPJL
ITCH	NOTCH1
NOTCH1	RBPJ
ARRB2	YWHAE
YWHAE	WWTR1
SMAD2	RARB
ITCH	CXCR4
CXCR4	MYBL2
ARRB2	PRMT1
PRMT1	RUNX1
HDAC2	RUNX1T1
RARA	JUP
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
RUNX1	JUP
RUNX1T1	JUP
CREB3	BDNF
CREB1	BDNF
ATF2	BDNF
ATF6B	BDNF
ATF4	BDNF
CREB3L2	BDNF
CREB3L1	BDNF
CREB5	BDNF
NR3C2	ATP1B1
NFKB1	BIRC2
RELA	BIRC2
NR1H4	ABCB4
TP53	GADD45B
LEF1	BIRC5
LEF1	MYC
TCF7	BIRC5
TCF7	MYC
TCF7L2	BIRC5
TCF7L2	MYC
TCF7L1	BIRC5
TCF7L1	MYC
ESR1	ATP2B1
JUN	CXCL1
NFKB1	CXCL1
RELA	CXCL1
RBPJL	MYC
RBPJ	MYC
ELK1	BIRC2
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
SMAD3	MYC
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	HK1
CREBBP	HMOX1
CREBBP	LDHA
CREBBP	SERPINE1
CREBBP	TIMP1
EP300	HK1
EP300	HMOX1
EP300	LDHA
EP300	SERPINE1
EP300	TIMP1
HIF1A	HK1
HIF1A	HMOX1
HIF1A	LDHA
HIF1A	SERPINE1
HIF1A	TIMP1
ARNT	HK1
ARNT	HMOX1
ARNT	LDHA
ARNT	SERPINE1
ARNT	TIMP1
NFKB1	HIF1A
RELA	HIF1A
STAT3	HIF1A
YAP1	BIRC2
YAP1	BIRC5
YAP1	MYC
YAP1	SERPINE1
WWTR1	BIRC5
WWTR1	SERPINE1
SMAD3	SERPINE1
SMAD4	SERPINE1
LEF1	BIRC2
TCF7	BIRC2
TCF7L2	BIRC2
TEAD1	BIRC2
TEAD1	BIRC5
TEAD1	MYC
TEAD4	BIRC2
TEAD4	BIRC5
TEAD4	MYC
TEAD3	BIRC2
TEAD3	BIRC5
TEAD3	MYC
TCF7L1	BIRC2
SOS1	MYC
SOS2	MYC
STAT1	MYC
STAT1	PIM1
STAT2	MYC
STAT2	PIM1
STAT3	MYC
STAT4	MYC
STAT4	PIM1
STAT5A	MYC
STAT5B	MYC
STAT6	MYC
STAT6	PIM1
HSF1	HSPA1A
HSF1	HSPA8
NFKB1	GADD45B
NFKB1	NFKBIA
RELA	GADD45B
RELA	NFKBIA
TP53	IGFBP3
TP53	SERPINE1
TP53	RRM2
MYC	CKS1B
NFKB2	BIRC2
PPARA	ACSL1
PPARA	ACSL3
PPARA	ACAA1
PPARD	ILK
PPARG	ACSL1
PPARG	ACSL3
PPARG	PCK1
RXRA	ACSL1
RXRA	ACSL3
RXRA	ACAA1
RXRA	ILK
RXRA	PCK1
RXRB	ACSL1
RXRB	ACSL3
RXRB	ACAA1
RXRB	ILK
RXRB	PCK1
RXRG	ACSL1
RXRG	ACSL3
RXRG	ACAA1
RXRG	ILK
RXRG	PCK1
LEF1	FOSL1
TCF7	FOSL1
TCF7L2	FOSL1
TCF7L1	FOSL1
CEBPA	TWF2
CREB1	TWF2
ELK1	TWF2
ETS2	TWF2
ETV4	PLAUR
FOS	PLAUR
JUN	PLAUR
MYB	CDK1
SP1	CDK1
TP53	MKI67
LEF1	ADA
NFIC	ADA
SP1	ADA
SP1	AGT
POU2F1	AKR1C3
TP53	APCS
SP1	APEX1
ATF1	AQP3
CREB1	AQP3
CREB1	ARG1
NFIC	ARG1
ATF1	BRCA1
CREB1	BRCA1
USF2	BRCA1
POU2F1	CD79A
POU2F2	CD79A
SP1	CD99
E2F4	CDC6
E2F4	CDK1
ETS2	CDK1
USF2	CEACAM6
ETS1	COX4I1
SP1	COX4I1
ETS1	CSNK2B
MYC	CSTB
SP1	DKC1
SP3	DKC1
ATF1	ERBB2
CREB1	ERBB2
ELK1	ERBB2
ETV4	ERBB2
TFAP2A	ERBB2
TP53	ERBB2
CEBPA	F9
ETS1	FOSL1
ETS2	FOSL1
JUN	FOSL1
JUND	FOSL1
SP1	FOSL1
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
RARB	HDAC1
RELA	HDAC1
CREB1	HMOX1
ERG	HMOX1
ETS1	HMOX1
FLI1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
TFAP2A	HMOX1
USF2	HMOX1
NFIC	HSPA1A
TFAP2A	HSPA1A
SP1	HSPA8
ESR1	HSPB1
SP1	HSPB1
NFKB1	IER3
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
USF2	LIPC
RARA	MIF
RARB	MIF
ERG	MMP3
ETS1	MMP3
ETS2	MMP3
ETV4	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
E2F4	MYC
MYC	MYC
CEBPE	MYC
ESR1	MYC
JUN	MYC
MYB	MYC
MYBL2	MYC
NFKB1	MYC
PGR	MYC
POU2F1	MYC
POU2F2	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
MYB	NCL
PPARA	NFKBIA
MYC	NME1
TP53	NME1
FOS	NQO1
JUND	NQO1
MYC	ODC1
CREB1	ODC1
SP1	ODC1
E2F4	PCNA
TP53	PCNA
ATF1	PLAUR
TP53	PLK1
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
TFAP2A	POLD2
FLI1	POLR2G
CEBPA	PREB
MYC	PTMA
ESR1	PTMA
SP1	RPL15
CEBPA	SERPINC1
ESR1	SERPINE1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
ETS1	SPP1
ETS2	SPP1
ETV4	SPP1
JUN	SPP1
LEF1	SPP1
POU2F1	SPP1
POU2F2	SPP1
SP1	SPP1
SP1	TAF7
TFAP2A	TAF7
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
E2F4	TK1
CEBPA	TK1
SP1	TPI1
SP1	TTR
POU2F1	TXNRD1
TP53	TYMS
USF2	TYMS
ERG	VIM
ETV4	VIM
