HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	SFPQ
SFPQ	SP3
ARRDC3	ITCH
ITCH	TP53
ARRB2	C1QBP
C1QBP	CEBPA
MAPK1	SP1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	HNRNPD
HNRNPD	MYC
TP53	ETS1
TP53	ETS2
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	CDK3
CDK3	PPARA
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
HSP90AA1	ARNT
ARRB2	TRIM28
TRIM28	E2F4
MAPK1	ATF2
ARRB2	NONO
NONO	SPI1
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ITCH	JUN
ARRB2	PRMT5
PRMT5	RELA
NR3C2	ATP1A2
NR3C2	ATP1B1
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
MAPK11	IL8
RBPJL	FCER2
ATF6B	PCNA
EP300	FASLG
IRF3	IFNB1
CREBBP	ENO2
CREBBP	FLT1
CREBBP	ANGPT1
EP300	ENO2
EP300	FLT1
EP300	ANGPT1
HIF1A	ENO2
HIF1A	FLT1
HIF1A	ANGPT1
MITF	TYRP1
MAPK1	CCND1
PIK3R2	AKT3
ETS1	MMP2
HIF1A	TGFB1
MAX	CKS1B
NFKB2	TRAF5
CREB1	MCL1
CREB1	BCL2
PPARA	DBI
PPARA	ME1
PPARA	ACOX1
PPARG	ACSL1
PPARG	SCD
PPARG	UCP1
RXRB	ACAA1
RXRB	ME1
RXRB	PLIN1
RXRG	FABP4
IRF7	IFNA10
MAPK14	IL1B
MAPK14	IL18
MYD88	IFNA1
MYD88	IFNA6
NFYA	HLA-DOA
MAPK8	IL1A
MAPK11	IL23A
RFX5	LOC100507714
RFX5	LOC101060835
CREB1	TINAGL1
CREB1	CD55
CREB1	TWF2
JUN	PLAUR
RARA	AKR1B1
RELA	AKR1B1
SP1	AKR1B1
POU2F1	AKR1C3
CREB1	GH2
NFIC	GH2
REL	IFNG
STAT1	IFNG
STAT5A	IFNG
STAT5B	IL2RA
CEBPA	IL5
CEBPD	IL6
PPARG	LIPA
USF1	LIPC
POU2F1	LPL
NFKB1	MAT2A
SP2	MAT2A
SP1	MAT2B
SP3	MAT2B
NFIC	MBP
MYB	MYC
MYBL2	MYC
NFKB1	MYC
PGR	MYC
POU2F1	MYC
SP2	PLP1
JUN	POLA
REL	TNFSF10
FLI1	TNNC1
SMAD2	TNNC1
SP3	TNNC1
