GABRA1	PRKCD
PRKCD	TP53
PRKCD	EP300
EP300	SMAD4
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	RARA
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	SP1
EP300	CREBBP
EP300	EGR1
STAT3	HIF1A
EP300	ESR1
HSP90AA1	PPARD
EP300	ARNT
HSP90AA1	NFIC
EP300	PPARG
EP300	ZBTB17
TP53	PIAS2
EP300	SMAD2
EP300	SMAD3
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
ZCCHC10	SNIP1
SNIP1	SMAD4
ZCCHC10	PIN1
PIN1	YAP1
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	PPARA
PIN1	RARA
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
TP53	SP1
TP53	CREBBP
TP53	EP300
TP53	EGR1
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
TP53	ESR1
TRAF6	STAT3
TIFA	IRAK1
IRAK1	HSP90AA1
HIF1A	ARNT
TRAF6	SMURF1
SMURF1	NFIC
PIN1	PPARG
IRAK1	HSPB1
HSPB1	ZBTB17
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS2
TP53	SMAD2
TP53	SMAD3
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	CSNK1D
CSNK1D	SMAD4
APP	TAF6
TAF6	YAP1
APP	AKAP13
AKAP13	PPARA
APP	PHF8
PHF8	RARA
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
MAPK8	SP1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
RELA	EGR1
APP	MCM7
MCM7	HIF1A
APP	DDX54
DDX54	ESR1
MAPK8	STAT3
MAPK8	CTNNB1
CTNNB1	PPARD
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
ELAVL1	NFIC
APP	RFX5
RFX5	PPARG
APP	MYC
MYC	ZBTB17
MAPK8	PIAS2
CSNK1D	SMAD2
GSK3B	SMAD3
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	FHL2
FHL2	SMAD4
UBC	ABL1
ABL1	YAP1
NOD1	HSP90AA1
UBC	E2F1
E2F1	RARA
NOD1	COPS6
COPS6	NFKB1
HSP90AA1	SP1
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ESR1
HSP90AA1	STAT3
HSP90AA1	ARNT
UBC	SFPQ
SFPQ	PPARG
HSP90AA1	ZBTB17
NOD1	CFLAR
CFLAR	SMAD3
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
TRAK2	PRKAB2
PRKAB2	PIAS2
PIAS2	SMAD4
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
GSK3B	RELA
RELA	PPARA
GSK3B	MAPK1
MAPK1	RARA
PRKAB2	CRX
CRX	SP1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PIAS2	ESR1
GSK3B	BCL3
BCL3	STAT3
GSK3B	CTNNB1
PIAS2	ARNT
GSK3B	HSP90AA1
CTNNB1	PPARG
GSK3B	MYC
SMAD3	SMAD2
GABRB3	MEOX2
MEOX2	RELA
RELA	TP53
RELA	SMAD4
MEOX2	PIN1
RELA	NFKB1
RELA	SP1
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
RELA	ESR1
RELA	STAT3
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	PPARD
PRKACA	HSP90AA1
PRKCA	PPARG
MEOX2	PRKAB2
MEOX2	TGFB1
TGFB1	SMAD2
TGFB1	SMAD3
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
UBQLN1	UBQLN2
UBQLN2	YAP1
UBQLN1	UBE3A
UBE3A	RARA
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
CREBBP	EGR1
UBQLN1	RAD23B
RAD23B	HIF1A
UBE3A	ESR1
UBQLN1	MTOR
MTOR	STAT3
UBQLN1	VCP
VCP	HSP90AA1
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	PSEN2
UBQLN1	HCVgp1
HCVgp1	SMAD3
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
GABRE	FAM189B
FAM189B	WWP1
WWP1	SMAD4
FAM189B	YAP1
CUX1	SATB1
SATB1	UBE2I
GABRE	GPAA1
GPAA1	PIN1
GABRE	HLA-A
HLA-A	STAT3
CUX1	CCNA1
CCNA1	SP1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	EP300
CUX1	CDK7
CDK7	ESR1
CUX1	TLE4
TLE4	HDAC1
SATB1	PML
PML	ARNT
CDK7	HSP90AA1
CUX1	BIN1
BIN1	MYC
HLA-A	MAGEA4
MAGEA4	PIAS2
PIN1	SMAD2
PIN1	SMAD3
GABRG2	GABARAP
GABARAP	DVL2
DVL2	TP53
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SMAD4
GABARAP	TAX1BP1
TAX1BP1	RAD18
RAD18	YAP1
GABARAP	ATG7
ATG7	SIRT1
SIRT1	PPARA
GABARAP	SQSTM1
SQSTM1	RARA
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
SMAD3	SP1
SMAD3	CREBBP
ATG7	EP300
NEDD4	ERBB3
ERBB3	EGR1
SQSTM1	HIF1A
GABARAP	NCOA7
NCOA7	ESR1
GABARAP	TBC1D15
TBC1D15	STAT3
DVL2	CTNNB1
KEAP1	HSP90AA1
NEDD4	PPARG
NEDD4	MYCN
MYCN	ZBTB17
NEDD4	AKT1
AKT1	PIAS2
NEDD4	SMAD2
TSPO	ATP5F1
ATP5F1	KDM1A
KDM1A	TP53
ATP5F1	HNRNPA1
HNRNPA1	NCBP1
NCBP1	SMAD4
HNRNPA1	ENO1
ENO1	YAP1
HNRNPA1	DAP3
DAP3	PPARA
HNRNPA1	GADD45A
GADD45A	RARA
HNRNPA1	NFKBIA
NFKBIA	NFKB1
NFKBIA	RELA
HNRNPA1	SFPQ
SFPQ	SP1
HNRNPA1	XRCC6
XRCC6	CREBBP
KDM1A	EP300
HNRNPA1	NFATC1
NFATC1	EGR1
TSPO	ARF4
ARF4	GNB2L1
KDM1A	ESR1
KDM1A	STAT3
ATP5F1	CERS2
CERS2	HSP90AA1
HNRNPA1	ELAVL1
HNRNPA1	DNTTIP2
DNTTIP2	PPARG
HNRNPA1	HSPB1
HNRNPA1	GTF2I
GTF2I	PIAS2
HNRNPA1	STRAP
STRAP	SMAD2
STRAP	SMAD3
SMAD2	CDKN2B
SMAD3	CDKN2B
SMAD4	CDKN2B
ZBTB17	CDKN2B
CREBBP	SERPINE1
EP300	SERPINE1
HIF1A	SERPINE1
ARNT	SERPINE1
NFKB1	HIF1A
RELA	HIF1A
STAT3	HIF1A
YAP1	ID1
YAP1	ID3
YAP1	SERPINE1
SMAD2	SERPINE1
SMAD3	SERPINE1
SMAD4	ID1
SMAD4	ID3
SMAD4	SERPINE1
STAT3	SOCS5
NFKB1	NFKBIA
RELA	NFKBIA
TP53	CD82
TP53	SERPINE1
TP53	TP53I3
PIAS2	CDKN2B
CREBBP	CDKN2B
EP300	CDKN2B
SP1	CDKN2B
NFIC	HSPA1A
RARA	MIF
PPARA	NFKBIA
EGR1	SERPINE1
ESR1	SERPINE1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
NFIC	STMN1
