HPGDS	ARRDC3
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	CREB1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRDC3	ITCH
ITCH	JUN
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
HSP90AA1	ARNT
ITCH	TP53
TP53	ETS1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
C1QBP	CEBPA
ARRB2	PRMT5
PRMT5	RELA
ARRDC3	NEDD4
NEDD4	ERG
ARRB2	NONO
NONO	SPI1
CREB3L4	FOS
CREB3L2	FOS
ELK1	BIRC2
RELA	MMP9
CREBBP	PGF
EP300	PGF
RELA	TRAF1
PIK3CB	AKT2
PIK3CD	PDPK1
MYD88	IFNA10
NFYA	LOC100509457
STAT1	NOS2
RFXANK	LOC100509457
RFXANK	LOC101060835
ETS1	COX4I1
SP1	COX4I1
RARA	CRABP2
MYC	EIF4E
NFKB1	ELF3
ATF1	ERBB2
CREB1	ERBB2
ELK1	ERBB2
ETV4	ERBB2
ATF2	PTGS2
PPARG	PTGS2
