HTR2A	CBL
CBL	CTNNB1
CTNNB1	ESR1
CTNNB1	SP1
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	JUN
CTNNB1	PPARG
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CTNNB1	PPARD
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
DRD2	CALM1
CALM1	ESR1
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
FLNA	RBM39
RBM39	JUN
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
CALM1	HSP90AA1
HSP90AA1	PPARD
FLNA	REL
REL	NFKB1
REL	RELA
DRD3	GIPC1
GIPC1	MMS19
MMS19	ESR1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
COPS5	JUN
RB1	PPARG
GIPC1	OGT
OGT	RELA
RELA	PPARA
EPB41L1	COPS3
COPS3	HSP90AA1
COPS5	NFKB1
DRD4	STUB1
STUB1	ESR1
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
STUB1	TP53
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	XRCC6
XRCC6	PPARG
ARRB2	CDK3
CDK3	PPARA
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	NFKBIA
NFKBIA	NFKB1
STUB1	RELA
ADRA1B	AP2M1
AP2M1	HSPA8
HSPA8	ESR1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	BCR
BCR	TP53
AP2M1	AP1G1
AP1G1	JUN
SFPQ	PPARG
AP2M1	EEF1A1
EEF1A1	GADD45G
GADD45G	PPARA
GADD45G	PPARD
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	ESR1
MDFI	VHL
VHL	SP1
KAT5	TP53
MDFI	PIN1
PIN1	JUN
PIN1	PPARG
KAT5	UBE2I
UBE2I	PPARA
KAT5	GADD45G
KAT5	EP300
KAT5	RELA
ADRA2A	GNB1
GNB1	PAK1
PAK1	ESR1
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	TP53
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	UBE2I
UCHL1	COPS5
GNAI2	NPM1
NPM1	RELA
ADRA2B	UCHL1
UBE2I	JUN
TP53	RELA
ADRA2C	UCHL1
HTR2C	CALM1
ESR1	SP1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
DLG4	MDM2
MDM2	JUN
DLG4	PRKCA
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	ESR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
TRIP6	CREB5
CREB5	JUN
GNAI3	XPO1
XPO1	PPARG
YWHAQ	NCOA1
NCOA1	PPARA
GNAI3	CAPNS1
CAPNS1	PPARGC1A
PPARGC1A	PPARD
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
RANBP9	NR3C1
NR3C1	JUN
NR3C1	PPARG
RANBP9	UBE2I
ESR1	NCOR2
NCOR2	PPARD
NR3C1	NFKB1
ESR1	RELA
GLI3	BMP2
STAT4	SOCS2
STAT5B	SOCS1
RFXANK	LOC100507709
E2F1	APAF1
TP53	APCS
SP1	APEX1
USF1	APEX1
USF1	APOC3
USF2	APOC3
NFKB1	TFPI2
