ACHE	COL1A1
COL1A1	UBL4A
UBL4A	NCL
NCL	SP1
UBL4A	TXN
TXN	NFKB1
COL1A1	P4HB
P4HB	CALU
CALU	HSF1
COL1A1	IGFBP3
IGFBP3	CD44
CD44	STAT3
UBL4A	HNRNPK
HNRNPK	CEBPB
IGFBP3	IGF1R
IGF1R	TP53
IGFBP3	FN1
FN1	RBL1
RBL1	E2F4
IGF1R	RUVBL1
RUVBL1	LEF1
IGF1R	CSK
CSK	JUN
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
COL1A1	ITGB1
ITGB1	ILK
ILK	CTNNB1
CTNNB1	TCF7L1
P4HB	UCHL3
UCHL3	YAP1
YAP1	TEAD1
ILK	TRIM27
TRIM27	TEAD4
UBL4A	PHB2
PHB2	TEAD3
UBL4A	KPNA2
KPNA2	RELA
TP53	ETS1
UBL4A	PHB
PHB	E2F1
COL1A1	SPARC
SPARC	XRCC6
XRCC6	POU2F1
ITGB1	FLNA
FLNA	REL
COL1A1	RNH1
RNH1	SDCBP
SDCBP	FOXP2
FOXP2	SP4
HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	HSPA4
HSPA4	NFKB1
CBL	MAPK8
MAPK8	HSF1
CBL	EGFR
EGFR	STAT3
CBL	SMAD3
SMAD3	CEBPB
CBL	YWHAZ
YWHAZ	TP53
SMAD3	E2F4
CTNNB1	LEF1
SMAD3	JUN
CBL	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
SMAD3	YAP1
CTNNB1	SOX2
SOX2	TEAD1
CBL	GRB2
GRB2	TRIM27
GRB2	AP4S1
AP4S1	TEAD3
CBL	HSPA8
HSPA8	RELA
GRB2	EP300
EP300	ETS1
CBL	YWHAQ
YWHAQ	E2F1
HSPA8	POU2F1
GRB2	REL
E2F1	SP4
E2F1	CCNE2
JUN	CCND1
LEF1	BIRC5
LEF1	CCND1
TCF7	BIRC5
TCF7	CCND1
TCF7L2	BIRC5
TCF7L2	CCND1
TCF7L1	BIRC5
TCF7L1	CCND1
JUN	CXCL1
NFKB1	CXCL1
RELA	CXCL1
YAP1	BIRC5
YAP1	CCND1
TEAD1	BIRC5
TEAD1	CCND1
TEAD4	BIRC5
TEAD4	CCND1
TEAD3	BIRC5
TEAD3	CCND1
STAT3	CCND1
HSF1	HSPA8
NFKB1	PLAU
RELA	PLAU
TP53	DDB2
ETS1	CCND1
NFKB1	CCND1
RELA	CCND1
SP1	CDK1
TP53	MKI67
LEF1	ADA
SP1	ADA
POU2F1	CCND1
SP1	CCND1
SP4	CCND1
TP53	CCND1
E2F4	CDC45
E2F1	CDC45
E2F4	CDC6
E2F4	CDK1
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
JUN	GJA1
SP1	GJA1
SP1	HSPA8
NFKB1	IER3
ETS1	PLAU
POU2F1	PLAU
SP1	PLAU
TP53	PLK1
