HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	PRMT5
PRMT5	RELA
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	NEDD4
NEDD4	ERBB3
ERBB3	EGR1
NEDD4	SMAD3
ARRB2	YWHAQ
YWHAQ	YAP1
ARRDC3	ITCH
ITCH	TP53
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	IGF1R
IGF1R	ESR1
NEDD4	SMAD2
ARRDC3	WWP1
WWP1	SMAD4
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRB2	YWHAE
YWHAE	WWTR1
ARRB2	CDK3
CDK3	PPARA
NEDD4	PPARG
ARRB2	CSK
CSK	CREBBP
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
MAPK1	CEBPB
ARRB2	POLR2E
POLR2E	FOS
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	AKT1
AKT1	CREB1
TP53	ETS1
ITCH	JUN
ARRB2	MAPK3
SMAD2	RARB
AKT1	RARA
ARRDC3	HGS
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ARRB2	MCM3
MCM3	EPAS1
ARRB2	NFKBIA
NFKBIA	NFKB1
WWP1	ESR2
ARRB2	DYNC1H1
DYNC1H1	MAX
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	NPM1
NPM1	TFAP2A
YWHAQ	E2F1
E2F1	SP4
ARRB2	SFPQ
SFPQ	SP3
ADRB2	REL
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
MAPK1	ATF2
ARRB2	STAT1
CREB3	CRH
CREB1	CRH
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
MAPK14	CXCL1
EGR3	FASLG
CREBBP	FIGF
EP300	FIGF
HIF1A	FIGF
HIF1A	PGK1
ARNT	EDN1
ARNT	EGF
ARNT	ENO1
ARNT	FLT1
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PGK1
YAP1	BIRC2
YAP1	ID3
YAP1	ID4
YAP1	SNAI2
YAP1	AXIN2
YAP1	NKD1
WWTR1	BBC3
WWTR1	AREG
WWTR1	SERPINE1
TEAD1	GLI2
TEAD1	BIRC5
TEAD4	AXIN1
TEAD4	AXIN2
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
PAX6	PDX1
HNF1A	HNF4G
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RBPJL	HES5
TP53	RPRM
HIF1A	TGFB1
CREB1	BCL2
PPARA	ACOX1
PPARG	UCP1
RXRA	ACADL
RXRA	APOA2
NFYC	HLA-DRB5
NFYC	CD74
MAPK11	IL12B
MAPK11	NOS2
MAPK13	IL12B
MAPK13	IL18
MAPK13	IL23A
MAPK13	TNF
RELA	CEBPB
RELA	IL1A
RELA	IL18
RELA	IL23A
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
LEF1	FOSL1
TCF7	JUN
USF2	APOE
TP53	AQP1
ATF1	AQP3
NFIC	ARG1
ATF3	ASNS
ATF4	ASNS
USF1	CCND1
POU2F2	CD79A
ETS1	CD79B
POU2F1	CD79B
STAT5A	EGFR
STAT5B	EGFR
RELA	FN1
ESR1	FOS
ESR2	FOS
FLI1	FOS
STAT3	FOS
ETS2	FOSL1
JUN	FOSL1
JUND	FOSL1
SP1	FOSL1
STAT5B	IFNG
USF1	IFNG
CEBPA	IGF2
RELA	IL2
CEBPB	IL5
ETS1	IL5
ETS2	IL5
JUN	IL5
JUND	IL5
POU2F1	IL5
POU2F2	IL5
SPI1	IL5
ATF1	IL6
CREB1	IL6
EGR1	IL6
ATF1	NTS
JUND	NTS
SP1	TNF
SP3	TNF
SPI1	TNF
