GABRA1	PRKCD
PRKCD	SP1
PRKCD	EP300
EP300	CEBPB
PRKCD	ELAVL1
ELAVL1	ELK4
PRKCD	FLI1
FLI1	SRF
EP300	TCF3
TCF3	ELK3
PRKCD	STAT3
STAT3	NFKB1
STAT3	JUN
EP300	SP3
EP300	CREB1
EP300	TP63
TP63	ETV4
EP300	ATF2
EP300	PPARG
EP300	ETS1
ELAVL1	CEBPA
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
APP	ELK1
PRKCD	HSP90AA1
HSP90AA1	PPARA
STAT3	RELA
EP300	FOS
EP300	BRCA1
BRCA1	ATF1
PRKCD	HSPA4
HSPA4	ERG
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
EP300	EGR1
HSP90AA1	NFIC
EP300	ESR1
STAT3	PML
EP300	ZBTB16
EP300	RARA
PRKCD	STAT1
SP1	POU2F1
STAT3	COPS5
COPS5	CREB3
PRKCD	TP53
TP53	NFYA
NFYA	ATF6B
EP300	ATF4
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
BRCA1	CREB5
PML	SPI1
EP300	SMAD3
EP300	SMAD4
EP300	ETS2
STAT3	MAPK8
TP53	MAPK9
TP53	MAPK10
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	SMAD2
STAT3	IL1RAP
IL1RAP	MYD88
HSP90AA1	NR3C2
EP300	RUNX1
STAT3	HDAC3
HDAC3	RUNX1T1
EP300	ARNTL
EP300	NPAS2
EP300	CLOCK
HSP90AA1	PPARD
GRIK1	GRIP1
GRIP1	CTNNB1
CTNNB1	SP1
GRIK1	SDCBP
SDCBP	SMARCA2
SMARCA2	CEBPB
SDCBP	MID2
MID2	BRCA1
BRCA1	ELK4
GRIP1	CREBBP
CREBBP	SRF
SDCBP	EAF1
EAF1	TOP1
TOP1	ELK3
GRIP1	HDAC1
HDAC1	NFKB1
SDCBP	MBD3
MBD3	JUN
CREBBP	SP3
CREBBP	CREB1
SDCBP	DMC1
DMC1	RFWD2
RFWD2	ETV4
CREBBP	ATF2
GRIP1	PPARG
CREBBP	ETS1
GRIP1	VDR
VDR	CEBPA
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	FLI1
SDCBP	TRIM32
TRIM32	RXRA
PPARG	RXRB
CREBBP	ELK1
SIAH1	UBE2I
UBE2I	PPARA
GRIK1	DLG4
DLG4	MDM2
MDM2	RELA
CREBBP	FOS
DLG4	CACNG2
CACNG2	ATF1
JUN	ERG
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
TRAF6	HIF1A
PIAS2	ARNT
CREBBP	EGR1
TRAF6	SMURF1
SMURF1	NFIC
SMARCA2	ESR1
MDM2	PML
GRIK1	PICK1
PICK1	ZNF24
ZNF24	ZBTB16
TRIM32	RARA
SIAH1	STAT3
PICK1	ERBB2
ERBB2	STAT1
SDCBP	EPRS
EPRS	POU2F1
JUN	CREB3
SDCBP	KHDRBS2
KHDRBS2	MOV10
MOV10	ATF6B
CREBBP	ATF4
SDCBP	TNFAIP8
TNFAIP8	PTP4A1
PTP4A1	CREB3L2
SDCBP	ULK1
ULK1	PRKAB2
PRKAB2	CREB3L1
SDCBP	QARS
QARS	TRAF2
TRAF2	CREB5
HDAC1	SPI1
CREBBP	SMAD3
QARS	RNF11
RNF11	SMAD4
CREBBP	ETS2
TRIM32	TP53
SDCBP	C11orf57
C11orf57	MAPK8
CTNNB1	MAPK9
HDAC1	MAPK10
PICK1	PARK2
PARK2	MAPK1
QARS	UBA1
UBA1	MAPK3
CREBBP	SMAD2
TRAF6	MYD88
SDCBP	NT5C2
NT5C2	PTGES3
PTGES3	NR3C2
SIAH1	RUNX1
HDAC1	RUNX1T1
RXRA	ARNTL
QARS	TRAF4
TRAF4	NPAS2
SDCBP	DTNBP1
DTNBP1	SRGAP3
SRGAP3	CLOCK
CTNNB1	PPARD
CA2	SLC4A1
SLC4A1	CDKN2A
CDKN2A	SP1
CA2	NONO
NONO	SMARCA4
SMARCA4	CEBPB
CDKN2A	BRCA1
SMARCA4	SRF
