HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	IRF7
CBL	STAP2
STAP2	MYD88
CBL	ABL1
ABL1	CREB1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
SMAD3	JUN
GRB2	EP300
EP300	TFAP2A
CBL	MAPK8
MAPK8	MYC
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	CALM1
CALM1	GCLM
GCLM	IRF7
DRD2	PAWR
PAWR	SQSTM1
SQSTM1	MYD88
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
CALM1	HSP90AA1
FLNA	RBM39
RBM39	JUN
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
DRD3	GIPC1
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	IRF7
GIPC1	MCM7
MCM7	HDAC6
HDAC6	MYD88
MCM7	FHL2
FHL2	CREB1
EPB41L1	COPS3
COPS3	HSP90AA1
COPS5	JUN
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD4	STUB1
STUB1	TP53
DRD4	ARRB2
ARRB2	TRIM28
TRIM28	IRF7
ARRB2	TRAF6
TRAF6	MYD88
ARRB2	AKT1
AKT1	CREB1
DRD4	GRB2
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	NPM1
NPM1	TFAP2A
STUB1	MYC
ADRA1B	AP2M1
AP2M1	BCR
BCR	TP53
TP53	IRF7
AP2M1	EEF1A1
EEF1A1	MDM2
MDM2	MYD88
AP2M1	CLTC
CLTC	EP300
EP300	CREB1
EEF1A1	HSP90AA1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	CSNK2B
CSNK2B	MYC
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	TP53
HTR1D	S1PR1
S1PR1	WWP2
WWP2	SMAD3
KAT5	MDM2
KAT5	CREB1
MDFI	VHL
VHL	HSP90AA1
MDFI	PIN1
PIN1	JUN
KAT5	EP300
KAT5	MYC
ADRA2A	UCHL1
UCHL1	TP53
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	MDM2
TP53	CREB1
UCHL1	HSP90AA1
ITCH	JUN
GNAI2	NPM1
UCHL1	CDK4
CDK4	MYC
ADRA2B	UCHL1
UCHL1	CTNNB1
CTNNB1	HDAC6
UCHL1	UBE2I
UBE2I	JUN
TP53	TFAP2A
ADRA2C	UCHL1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
DLG4	MDM2
CALM1	AKT1
MDM2	JUN
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	ESR1
ESR1	MYC
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	MYD88
HTR1A	HTR1D
SMURF1	NFIC
TRIP6	CREB5
CREB5	JUN
GNAI3	GNAI2
WWP2	SMAD7
SMAD7	MYC
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
RANBP9	TRAF6
TRAF6	IRF7
RANBP9	HDAC6
RANBP9	NR3C1
NR3C1	CREB1
ESR1	SMURF1
NR3C1	JUN
RANBP9	APP
MYC	TFAP2A
TP53	CD82
IRF7	IFNA17
MYD88	IFNA17
CREB1	TINAGL1
NFIC	TINAGL1
TFAP2A	CALB2
MYC	NRAS
CREB1	NRAS
JUN	NRAS
TFAP2A	NRAS
NFIC	STMN1
