HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CBL	GRB2
GRB2	EP300
EP300	EGR1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	ABL1
ABL1	CREB1
GRB2	HSP90AA1
HSP90AA1	NR3C2
GRB2	REL
HSP90AA1	PPARA
KCNH2	HSP90AA1
HSP90AA1	SP1
KCNH2	HSPA8
RELA	RXRA
HSPA8	FLYWCH2
FLYWCH2	RXRB
PPARA	RXRG
KCNH2	YWHAE
YWHAE	XPO1
XPO1	PPARG
RELA	EGR1
YWHAE	HDAC4
HDAC4	NFKB1
YWHAE	ABL1
YWHAE	TBK1
TBK1	REL
NR3C2	KRAS
NFKB1	TRAF6
RELA	TRAF6
PPARA	NR1H3
PPARA	ACSBG1
PPARG	NR1H3
PPARG	FABP4
PPARG	ACSBG1
RXRA	NR1H3
RXRA	FABP4
RXRA	FABP3
RXRA	ACSBG1
RXRB	NR1H3
RXRB	FABP4
RXRB	FABP3
RXRB	ACSBG1
RXRG	NR1H3
RXRG	FABP4
RXRG	FABP3
RXRG	ACSBG1
NFKB1	CEBPG
RELA	CEBPG
CREB1	IFNG
EGR1	IFNG
REL	IFNG
CREB1	IL2
EGR1	IL2
NFKB1	IL2
REL	IL2
RELA	IL2
SP1	IL2
SP1	KRT5
SP1	SERPINB2
SP1	TPI1
