HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	JUN
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	RARA
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
NEDD4	ARID1A
ARID1A	RARG
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	NFKBIA
NFKBIA	NFKB1
ITCH	TP53
TP53	ETS1
ARRB2	PRMT5
PRMT5	RELA
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	POLR2E
POLR2E	FOS
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	STAT1
ARRB2	MCM3
MCM3	EPAS1
NEDD4	SMAD7
ARRB1	MAPK14
MAPK14	HOXA5
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NPM1
NPM1	TFAP2A
AKT1	CREB1
HSP90AA1	NFIC
ARRB2	CSNK2A1
CSNK2A1	ATF1
CREBBP	FOSB
NEDD4	PPARG
ARRB2	SFPQ
SFPQ	SP3
MAPK1	ATF2
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
NEDD4	ERG
CSNK2A1	NFYA
ITCH	GRB2
GRB2	NFYB
ARRB2	GAPDH
GAPDH	NFYC
HGS	APP
APP	RFX5
ARRB2	NCL
NCL	RFXAP
HGS	BSG
BSG	RFXANK
ARRB2	NONO
NONO	SPI1
MAPK1	HSF1
HSP90AA1	ARNTL
HSP90AA1	NPAS2
ARRB2	RPA1
RPA1	PPP1CC
PPP1CC	CLOCK
ARRB2	MAPK3
MAPK3	CREM
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
NFKBIA	ATF4
MAPK1	JUND
C1QBP	CEBPA
NEDD4	ERBB3
ERBB3	EGR1
SMAD2	ETV4
EP300	USF2
MAPK1	CEBPB
ARRB2	IGF1R
IGF1R	ESR1
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
CREB1	CRH
ATF2	CRH
ATF4	CRH
ARNTL	CRY1
ARNTL	RORA
NPAS2	CRY1
NPAS2	RORA
CLOCK	CRY1
CLOCK	RORA
FOSB	CDK5
FOSB	NFKB1
JUN	CDK5
JUN	NFKB1
NFKB1	CCL5
RELA	CCL5
JUN	CCND2
FOS	MMP9
NFKB1	MMP9
RELA	MMP9
CREBBP	EDN1
CREBBP	ANGPT2
CREBBP	HMOX1
CREBBP	VEGFA
EP300	EDN1
EP300	ANGPT2
EP300	HMOX1
EP300	VEGFA
HIF1A	EDN1
HIF1A	ANGPT2
HIF1A	HMOX1
HIF1A	VEGFA
ARNT	EDN1
ARNT	ANGPT2
ARNT	HMOX1
ARNT	VEGFA
LEF1	CCND2
TCF7	CCND2
TCF7L2	CCND2
TCF7L1	CCND2
SOS1	SPRY1
SOS1	CCND2
SOS2	SPRY1
SOS2	CCND2
STAT1	CCND2
STAT3	CCND2
HSF1	HSPA1L
HSF1	HSPA8
NFKB1	BCL2A1
RELA	BCL2A1
TP53	CD82
TP53	RPRM
TP53	PTEN
TP53	BAX
TP53	RRM2
TP53	CCNG2
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
EPAS1	VEGFA
ETS1	MMP9
ETS1	VEGFA
FOS	VEGFA
JUN	MMP9
JUN	VEGFA
MYC	CKS2
MYC	MMP9
MYC	VEGFA
PPARG	FABP4
PPARG	CD36
RXRA	FABP4
RXRA	CD36
RXRB	FABP4
RXRB	CD36
RXRG	FABP4
RXRG	CD36
EGR1	CCL5
FOS	CCL5
JUN	CCL5
SPI1	ITGAM
SPI1	CD14
CREB1	HLA-DMB
CREB1	HLA-DPA1
CREB1	HLA-DPB1
CREB1	HLA-DQA1
NFYA	HLA-DMB
NFYA	HLA-DPA1
NFYA	HLA-DPB1
NFYA	HLA-DQA1
NFYB	HLA-DMB
NFYB	HLA-DPA1
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYC	HLA-DMB
NFYC	HLA-DPA1
NFYC	HLA-DPB1
NFYC	HLA-DQA1
RFX5	HLA-DMB
RFX5	HLA-DPA1
RFX5	HLA-DPB1
RFX5	HLA-DQA1
RFXAP	HLA-DMB
RFXAP	HLA-DPA1
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXANK	HLA-DMB
RFXANK	HLA-DPA1
RFXANK	HLA-DPB1
RFXANK	HLA-DQA1
LEF1	MMP7
TCF7	MMP7
TCF7L2	MMP7
TCF7L1	MMP7
PPARG	SAT1
LEF1	ADA
NFIC	ADA
SP1	ADA
HIF1A	ADM
TFAP2A	ADM
ATF1	AQP3
CREB1	AQP3
CREB1	ARG1
NFIC	ARG1
TP53	BAK1
TFAP2A	CALB2
SP1	CD14
SP3	CD14
RARA	CRABP2
RARB	CRABP2
RARG	CRABP2
CREB1	CYP11A1
JUN	CYP11A1
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
SP3	DNASE2
JUN	GJA1
SP1	GJA1
SP1	GYPC
ATF2	HLA-E
CREB1	HMOX1
ERG	HMOX1
ETS1	HMOX1
FLI1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
TFAP2A	HMOX1
USF2	HMOX1
ATF4	HPGD
CREB1	HPGD
ETS1	HPGD
ETV4	HPGD
SP1	HSPA8
ESR1	HSPB1
SP1	HSPB1
CEBPA	IVL
JUN	IVL
JUND	IVL
ETS1	LYZ
HIF1A	MDK
JUN	MGP
JUN	MMP7
ERG	MMP9
ETV4	MMP9
FLI1	MMP9
PPARG	MMP9
SP1	MMP9
CEBPA	NFKB1
CEBPB	NFKB1
ETS1	NFKB1
SPI1	NFKB1
MYC	NME1
TP53	NME1
ATF2	PLAT
CREB1	PLAT
CREM	PLAT
JUN	PLAT
JUND	PLAT
NFIC	PLAT
TFAP2A	PLAT
PPARG	POU2F1
RARA	S100A9
RARB	S100A9
RARG	S100A9
CREB1	SLC9A1
ATF1	TH
CREB1	TH
CREM	TH
HOXA5	TH
TFAP2A	TH
ERG	TNNC1
ETS1	TNNC1
FLI1	TNNC1
JUN	TNNC1
NFKB1	TNNC1
SP3	TNNC1
