GABRA1	PRKCD
PRKCD	STAT3
PRKCD	EP300
EP300	CEBPB
EP300	REL
EP300	CREB1
EP300	TFAP2A
EP300	TP63
TP63	ETV4
PRKCD	TP53
STAT3	JUN
PRKCD	STAT1
EP300	FOS
EP300	ETS1
PRKCD	SP1
STAT3	HIF1A
EP300	CREBBP
EP300	ARNT
EP300	BRCA1
BRCA1	ATF1
EP300	SMAD3
EP300	SMAD4
EP300	JUND
STAT3	NFKB1
STAT3	RELA
EP300	PPARG
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
EP300	RUNX1
STAT3	HDAC3
HDAC3	RUNX1T1
APP	ELK1
EP300	JUNB
PRKCD	HSP90AA1
HSP90AA1	PPARA
PRKCD	ELAVL1
ELAVL1	HOXA5
EP300	STAT5A
PRKCD	INSR
INSR	STAT5B
EP300	RARA
STAT3	PML
EP300	ZBTB16
ELAVL1	CEBPA
APP	MYC
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
HSP90AA1	PPARD
EP300	TP73
EP300	SP3
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	CEBPB
SDCBP2	SEC23A
SEC23A	HSPA4
HSPA4	REL
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
TP53	TFAP2A
PRPF40A	HTT
HTT	ETV4
ZCCHC10	PIN1
PIN1	JUN
TIFA	IRAK1
IRAK1	STAT1
PRPF40A	UBE2I
UBE2I	FOS
TP53	ETS1
TP53	SP1
TRAF6	HIF1A
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
PRPF40A	CSNK2A2
CSNK2A2	ATF1
TP53	SMAD3
ZCCHC10	SNIP1
SNIP1	SMAD4
SEC23A	TPM1
TPM1	JUND
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
PIN1	PPARG
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
IRAK1	CUL1
CUL1	RXRG
TRAF6	RUNX1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
SDCBP2	LYAR
LYAR	NPM1
NPM1	JUNB
UBE2I	PPARA
TP53	MAPK14
MAPK14	HOXA5
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
PIN1	RARA
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PML
LYAR	ZBTB16
BEND7	C1QBP
C1QBP	CEBPA
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
IRAK1	HSP90AA1
PIN1	TP73
PRPF40A	SFPQ
SFPQ	SP3
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	STAT3
NOD1	CASP8
CASP8	CEBPB
NOD1	UBC
UBC	FHL2
FHL2	REL
NOD1	RNF34
RNF34	TP53
